구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점_위도(WGS84(4326)),기점_경도(WGS84(4326)),종점_위도(WGS84(4326)),종점_경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
44000-6,충청남도 본청,지방도,충청남도 천안시,국지도57호선,1.5,36.87454609,127.2698952,36.86138273,127.2726106,-0.0027154,0.01316336,101.6557486
44000-7,충청남도 본청,지방도,충청남도 천안시,국지도57호선,1.5,36.875171,127.270772,36.861172,127.272891,-0.002119,0.013999,98.60740352
44000-8,충청남도 본청,지방도,충청남도 공주시,지방도629호선,0.3,36.625086,127.028668,36.598168,127.020199,0.008469,0.026918,72.53526791
44000-9,충청남도 본청,지방도,충청남도 공주시,지방도604호선,2.5,36.57932,126.985219,36.570499,126.987674,-0.002455,0.008821,105.5525825
44000-10,충청남도 본청,지방도,충청남도 공주시,지방도651호선,0.39,36.448902,127.087576,36.453453,127.094505,-0.006929,-0.004551,213.2970985
44000-11,충청남도 본청,위임국도,충청남도 예산군,국도32호선,6,36.67518479,126.8640697,36.63255699,126.8810015,-0.016931835,0.042627792,111.6630646
44000-12,충청남도 본청,위임국도,충청남도 예산군,국도32호,7,36.59060836,126.9153525,36.5430063,126.9453567,-0.030004184,0.047602056,122.2237548
44000-13,충청남도 본청,위임국도,충청남도 예산군,국도40호,1,36.67046908,126.6408051,36.66490519,126.6349589,0.005846112,0.005563888,43.583091
44000-14,충청남도 본청,위임국도,충청남도 홍성군,국도40호,1,36.59766942,126.5047888,36.59242626,126.5124306,-0.00764178,0.005243154,145.5453281
44000-15,충청남도 본청,위임국도,충청남도 보령시,국도40호,3,36.3369566,126.6257785,36.32933221,126.6504116,-0.02463314,0.007624391,162.8017811
44000-16,충청남도 본청,위임국도,충청남도 태안군,국도77호,1,36.69595317,126.2871398,36.6875339,126.2898631,-0.002723292,0.008419271,107.9242837
44000-17,충청남도 본청,위임국도,충청남도 태안군,국도77호,1,36.60623356,126.3186877,36.59880254,126.3240846,-0.005396914,0.007431022,125.9897101
44130-1,충청남도 천안시,시도,충청남도 천안시,시도1호선,0.5,36.751689,127.189788,36.751218,127.195213,-0.005425,0.000471,175.0380071
44130-2,충청남도 천안시,도시계획도로,충청남도 천안시,도시계획도로,0.6,36.825083,127.187974,36.828417,127.184058,0.003916,-0.003334,319.5896261
44130-3,충청남도 천안시,시도,충청남도 천안시,시도11호선,1.8,36.66234,127.020829,36.65421,127.012019,0.00881,0.00813,42.7012855
44150-3,충청남도 공주시,시도,충청남도 공주시,시도14호선,1,36.47646918,126.9125297,36.47029579,126.9039883,0.008541461,0.006173391,35.85774283
44150-4,충청남도 공주시,시도,충청남도 공주시,시도1호선,1,36.33987301,127.2497057,36.34186768,127.2480644,0.001641277,-0.001994673,309.4485878
44180-1,충청남도 보령시,시도,충청남도 보령시,시도2호선,2.8,36.40744951,126.5957834,36.40419355,126.6187258,-0.022942456,0.003255953,171.9226228
44180-2,충청남도 보령시,시도,충청남도 보령시,시도5호선,2.95,36.23693377,126.6419931,36.2261549,126.6704118,-0.028418748,0.01077887,159.2289009
44180-3,충청남도 보령시,시도,충청남도 보령시,시도21호선,1.8,36.19336652,126.6506482,36.19182266,126.6659087,-0.015260487,0.001543866,174.2231827
44200-2,충청남도 아산시,시도,충청남도 아산시,시도20호,0.56,36.7411697,127.0519153,36.74395004,127.054229,-0.002313744,-0.002780344,230.2334798
44210-1,충청남도 서산시,시도,충청남도 서산시,시도7호선,1,36.76398264,126.4942719,36.76219628,126.5067005,-0.0124286,0.00178636,171.8209049
44210-2,충청남도 서산시,시도,충청남도 서산시,시도8호선,2.9,36.80375502,126.5515909,36.81154925,126.5797155,-0.0281246,-0.00779423,195.4897617
44210-3,충청남도 서산시,시도,충청남도 서산시,시도11호선,2,36.84236527,126.3733693,36.85149719,126.3908061,-0.0174368,-0.00913192,207.6417416
44210-4,충청남도 서산시,시도,충청남도 서산시,시도13호선,2,36.86866369,126.4280256,36.88358805,126.4144089,0.013616679,-0.01492436,312.3766812
44210-5,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,2,36.91618019,126.4524716,36.92271337,126.4709308,-0.0184592,-0.00653318,199.4901654
44210-6,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,1.5,36.77904019,126.3965549,36.78795593,126.4089624,-0.0124075,-0.00891574,215.7001425
44210-7,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,2.9,36.69447194,126.3925316,36.68532319,126.4052991,-0.0127675,0.00914875,144.3759225
44210-8,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,2,36.82813549,126.3281717,36.84466198,126.3349538,-0.006782103,-0.016526489,247.6878468
44210-9,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,1,36.7196308,126.5401605,36.72730744,126.5378819,0.0022786,-0.00767664,286.532077
44210-10,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,1,36.6504676,126.5455876,36.64888833,126.5534271,-0.0078395,0.00157927,168.6101872
44210-11,충청남도 서산시,도시계획도로,충청남도 서산시,도시계획도로,2.95,36.787743,126.445937,36.786385,126.442976,0.002961,0.001358,24.63755529
44210-12,충청남도 서산시,도시계획도로,충청남도 서산시,도시계획도로,2,36.77289136,126.4408131,36.78831042,126.4347639,0.0060492,-0.01541906,291.4210521
44210-13,충청남도 서산시,시도,충청남도 서산시,시도10호선,2,36.87172397,126.4076018,36.87431628,126.3793747,0.0282271,-0.00259231,354.7528102
44210-14,충청남도 서산시,농어촌도로,충청남도 서산시,농어촌도로,2,36.78879816,126.4238557,36.78795593,126.4089624,0.014893271,0.000842231,3.236691701
44210-15,충청남도 서산시,도시계획도로,충청남도 서산시,도시계획도로,0.8,36.78604661,126.4519988,36.78877748,126.4561785,-0.0041797,-0.00273087,213.1591984
44210-16,충청남도 서산시,도시계획도로,충청남도 서산시,도시계획도로,0.3,36.786746,126.432789,36.787197,126.433544,-0.000755,-0.000451,210.8520254
44230-1,충청남도 논산시,시도,충청남도 논산시,시도1호선,2.5,36.31414734,127.1147619,36.31400527,127.129849,-0.015087077,0.000142075,179.4604632
44230-2,충청남도 논산시,시도,충청남도 논산시,시도3호선,2.9,36.10720266,127.1298945,36.08678194,127.1363252,-0.006430763,0.020420715,107.4799277
44230-3,충청남도 논산시,시도,충청남도 논산시,시도4호선,2.95,36.13239412,127.1787438,36.12133897,127.1865343,-0.007790477,0.011055149,125.1720547
44230-4,충청남도 논산시,시도,충청남도 논산시,시도4호선,2.95,36.15590441,127.2603551,36.16218603,127.2952071,-0.034851973,-0.006281622,190.217138
44230-5,충청남도 논산시,시도,충청남도 논산시,시도9호선,2.7,36.16130266,127.3137711,36.14540885,127.3058459,0.007925186,0.015893811,63.49762083
44230-6,충청남도 논산시,시도,충청남도 논산시,시도9호선,2.2,36.19325559,127.3123724,36.22377432,127.3094739,0.002898529,-0.030518726,275.4254169
44230-7,충청남도 논산시,시도,충청남도 논산시,시도20호선,2.95,36.21254647,127.2259353,36.21089884,127.2509252,-0.024989966,0.001647627,176.2278614
44710-1,충청남도 금산군,군도,충청남도 금산군,군도1호선 ,1,36.084126,127.445146,36.077272,127.447542,-0.002396,0.006854,109.2684465
44710-2,충청남도 금산군,군도,충청남도 금산군,군도2호선,1,36.178753,127.539747,36.187466,127.544621,-0.004874,-0.008713,240.7776122
44760-1,충청남도 부여군,농어촌도로,충청남도 부여군,면도101호선,1.5,36.22793884,126.744002,36.22878244,126.7248928,0.01910916,-0.000843603,357.4722323
44760-2,충청남도 부여군,도시계획도로,충청남도 부여군,도시계획도로,0.9,36.276005,126.889803,36.276047,126.899827,-0.010024,-0.000042,180.2400647
44760-3,충청남도 부여군,지방도,충청남도 부여군,지방도 613호선,2,36.2224851,126.7591003,36.2358306,126.7553088,0.0037915,-0.0133455,285.8600208
44790-1,충청남도 청양군,군도,충청남도 청양군,군도2호선,1,36.43780556,126.85775,36.43411111,126.8676111,-0.009861111,0.003694444,159.4616441
44790-2,충청남도 청양군,군도,충청남도 청양군,군도2호선,0.75,36.42402778,126.9090278,36.42280556,126.9158611,-0.006833333,0.001222222,169.8592069
44800-1,충청남도 홍성군,군도,충청남도 홍성군,군도23호선,0.2,36.501252,126.608144,36.502656,126.608692,-0.000548,-0.001404,248.6786326
44810-7,충청남도 예산군,군도,충청남도 예산군,1호,2,36.67274717,126.8516951,36.65411356,126.8547166,-0.003021454,0.018633617,99.21038764
44810-8,충청남도 예산군,군도,충청남도 예산군,3호,1,36.62844216,126.8137502,36.62074242,126.8210935,-0.007343312,0.007699737,133.6427076
44810-9,충청남도 예산군,군도,충청남도 예산군,6호,1,36.63275914,126.7940337,36.63795315,126.7997685,-0.005734879,-0.00519401,222.166751
44810-10,충청남도 예산군,농어촌도로,충청남도 예산군,102호,2,36.59221804,126.90529,36.58899839,126.9271823,-0.021892307,0.003219652,171.6336153
44810-11,충청남도 예산군,군도,충청남도 예산군,12호,2,36.66589269,126.5913179,36.66980201,126.6064341,-0.015116193,-0.003909327,194.5000481
44810-12,충청남도 예산군,군도,충청남도 예산군,13호,2,36.67087847,126.6077327,36.65542875,126.6062857,0.001447004,0.015449717,84.6493466
44825-1,충청남도 태안군,군도,충청남도 태안군,군도4호선,0.6,36.59465809,126.3538237,36.59661885,126.3606077,-0.006783999,-0.00196076,196.1207307
44825-2,충청남도 태안군,군도,충청남도 태안군,군도7호선,1.5,36.8165233,126.1602456,36.825443,126.1608796,-0.000634,-0.0089197,265.9343325
44825-3,충청남도 태안군,군도,충청남도 태안군,군도 11호선,0.3,36.5166332,126.3309579,36.51327523,126.3334195,-0.002461617,0.003357974,126.2438804
44825-4,충청남도 태안군,농어촌도로,충청남도 태안군,농어촌도로 201호,0.5,36.7310822,126.307419,36.7294754,126.310808,-0.003389,0.0016068,154.6333333
44825-5,충청남도 태안군,군도,충청남도 태안군,군도11호선,0.36,36.5438354,126.3308622,36.5438542,126.330698,0.0001642,-0.0000188,353.4683891
45000-3,전라북도 도로관리사업소,지방도,전라북도 군산시,지706호,1,36.04818,126.847545,36.05421575,126.8623072,-0.014762247,-0.00603575,202.2378828
45000-4,전라북도 도로관리사업소,지방도,전라북도 익산시,지722호,1,36.05016847,126.8785145,36.03954728,126.87775,0.000764564,0.010621192,85.88267871
45000-5,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,2.6,35.387556,127.46061,35.38681219,127.478997,-0.01838705,0.000743811,177.6834785
45000-6,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,4.2,35.38681884,127.4785336,35.38332499,127.4835686,-0.005035017,0.003493847,145.2428467
45000-7,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,2,35.383325,127.4836183,35.3871663,127.4975376,-0.013919301,-0.003841303,195.4278813
45000-8,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,0.4,35.38715606,127.497717,35.38497469,127.5025284,-0.004811429,0.002181369,155.6117762
45000-9,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,4,35.38335546,127.5051011,35.37006717,127.507873,-0.002771977,0.01328829,101.7830939
45000-10,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,2,35.3700996,127.5078927,35.35661029,127.5241077,-0.016214995,0.013489304,140.2428255
45000-11,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,2,35.35656959,127.5241077,35.34796542,127.5355834,-0.011475701,0.008604164,143.1384489
45000-12,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,7,35.3478667,127.5356132,35.35526468,127.5595031,-0.023889897,-0.007397973,197.2061606
45000-14,전라북도 도로관리사업소,지방도,전라북도 완주군,국지49호,1.2,35.64474665,127.0966651,35.643591,127.078041,0.018624089,0.001155648,3.55072283
45000-15,전라북도 도로관리사업소,지방도,전라북도 완주군,국지55호,1,35.856454,127.290504,35.865073,127.292227,-0.001723,-0.008619,258.6951812
45000-16,전라북도 도로관리사업소,지방도,전라북도 완주군,국지55호,1,35.865073,127.292227,35.866734,127.296089,-0.003862,-0.001661,203.2719617
45000-17,전라북도 도로관리사업소,지방도,전라북도 완주군,국지55호,1,35.866734,127.296089,35.871482,127.301156,-0.005067,-0.004748,223.1384695
45000-18,전라북도 도로관리사업소,지방도,전라북도 완주군,국지55호,0.5,35.871482,127.301156,35.87299,127.303228,-0.002072,-0.001508,216.0470988
45000-19,전라북도 도로관리사업소,지방도,전라북도 완주군,국지55호,1.5,35.9369479,127.3443397,35.932552,127.352794,-0.008454336,0.004395902,152.5274506
45000-20,전라북도 도로관리사업소,지방도,전라북도 완주군,지749호,2,35.744664,127.161265,35.727617,127.149228,0.012037,0.017047,54.77383067
45000-21,전라북도 도로관리사업소,지방도,전라북도 완주군,지749호,2,35.727617,127.149228,35.720456,127.146632,0.002596,0.007161,70.07344697
45000-22,전라북도 도로관리사업소,지방도,전라북도 완주군,지749호,2,35.720456,127.146632,35.707101,127.158037,-0.011405,0.013355,130.4969051
45000-23,전라북도 도로관리사업소,지방도,전라북도 무주군,지1089호,0.4,35.92064767,127.8358553,35.93342388,127.8352718,0.000583512,-0.012776219,272.6149801
45000-24,전라북도 도로관리사업소,지방도,전라북도 무주군,지635호,0.5,35.8765865,127.5983342,35.880016,127.597529,0.000805187,-0.003429503,283.2127353
45000-25,전라북도 도로관리사업소,지방도,전라북도 무주군,지727호,0.1,35.99474406,127.6902216,35.99345644,127.6899859,0.000235717,0.001287626,79.62611592
45000-26,전라북도 도로관리사업소,지방도,전라북도 무주군,지727호,0.3,35.96840774,127.7107967,35.9672766,127.7110921,-0.000295308,0.001131135,104.6317509
45000-27,전라북도 도로관리사업소,지방도,전라북도 임실군,지745호,0.5,35.61385841,127.2651704,35.61305038,127.2673158,-0.002145361,0.000808023,159.3617585
45000-28,전라북도 도로관리사업소,지방도,전라북도 순창군,지717호,1,35.454478,127.233341,35.460921,127.227254,0.006087,-0.006443,313.3725609
45000-29,전라북도 도로관리사업소,지방도,전라북도 순창군,지717호,1,35.460921,127.227254,35.469511,127.221592,0.005662,-0.00859,303.3904158
45000-30,전라북도 도로관리사업소,지방도,전라북도 부안군,지736호,1,35.691338,126.642239,35.687527,126.641989,0.00025,0.003811,86.24679848
45000-31,전라북도 도로관리사업소,지방도,전라북도 부안군,지736호,1,35.687527,126.641989,35.672401,126.630631,0.011358,0.015126,53.09738891
45000-32,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,1.2,35.44857935,127.6059353,35.43964226,127.6070577,-0.001122477,0.008937088,97.15872752
45000-33,전라북도 도로관리사업소,지방도,전라북도 남원시,국지60호,1,35.45110579,127.6036126,35.44581271,127.6079461,-0.004333489,0.005293085,129.3074491
45000-34,전라북도 도로관리사업소,지방도,전라북도 남원시,국지37호,0.5,35.47774194,127.6012071,35.47902185,127.6032116,-0.002004517,-0.001279916,212.5588727
45000-35,전라북도 도로관리사업소,지방도,전라북도 남원시,국지37호,0.2,35.48988085,127.6159876,35.49046755,127.6166427,-0.000655058,-0.000586702,221.8491452
45000-36,전라북도 도로관리사업소,지방도,전라북도 고창군,국지15호,2.3,35.42250886,126.7408246,35.43613082,126.7514767,-0.01065217,-0.013621956,231.9751133
45000-37,전라북도 도로관리사업소,지방도,전라북도 고창군,지898호,1.8,35.42095782,126.7404761,35.41422356,126.7471633,-0.006687191,0.00673426,134.7990671
45000-38,전라북도 도로관리사업소,지방도,전라북도 고창군,지893호,1.7,35.35093091,126.6465201,35.33353607,126.6564974,-0.009977304,0.017394839,119.8376516
45000-39,전라북도 도로관리사업소,지방도,전라북도 고창군,지734호,1,35.49257203,126.6183869,35.4965133,126.6126003,0.005786603,-0.003941271,325.7411163
45000-40,전라북도 도로관리사업소,지방도,전라북도 군산시,지744호,1.5,36.00531357,126.8193759,35.99049204,126.8194687,-0.0000928,0.01482153,90.35869481
45000-41,전라북도 도로관리사업소,지방도,전라북도 군산시,지711호,1.8,36.0035248,126.8677445,35.99670393,126.8507816,0.01696291,0.00682087,21.90530335
45000-42,전라북도 도로관리사업소,지방도,전라북도 군산시,지709호,1.44,35.93742748,126.7573266,35.92799389,126.7657995,-0.00847288,0.00943359,131.9289366
45000-43,전라북도 도로관리사업소,지방도,전라북도 군산시,지709호,0.65,35.92300886,126.6860519,35.92279187,126.692402,-0.00635008,0.00021699,178.0428947
45000-44,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,2.5,35.36679931,127.5122543,35.36445801,127.5107203,0.001533993,0.002341298,56.76761532
45000-45,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,2.5,35.3643766,127.5107203,35.36370829,127.5208487,-0.010128383,0.00066831,176.2248742
45000-46,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,1.8,35.36369628,127.5215014,35.35577868,127.5292034,-0.007702019,0.0079176,134.2092555
45000-47,전라북도 도로관리사업소,지방도,전라북도 남원시,지737호,1.8,35.3556566,127.529104,35.34899632,127.5346543,-0.005550334,0.006660283,129.8060704
45110-1,전라북도 전주시,지방도,전라북도 전주시,용머리로,0.81,35.808424,127.134803,35.811458,127.138923,-0.00412,-0.003034,216.3682196
45110-2,전라북도 전주시,지방도,전라북도 전주시,백제대로,1.1,35.795976,127.132304,35.802683,127.125383,0.006921,-0.006707,315.8996397
45110-3,전라북도 전주시,일반국도,전라북도 전주시,쑥고개로,1.3,35.79056736,127.0687061,35.79360085,127.0796432,-0.010937072,-0.003033492,195.5018188
45110-4,전라북도 전주시,지방도,전라북도 전주시,동부대로,1.95,35.79699145,127.1892683,35.80999348,127.1865907,0.002677629,-0.013002025,281.6367679
45110-5,전라북도 전주시,지방도,전라북도 전주시,서원로,0.6,35.81375084,127.0997921,35.8136959,127.1054783,-0.005686237,0.0000549,179.446417
45110-6,전라북도 전주시,지방도,전라북도 전주시,서원로,0.8,35.81241982,127.1304149,35.81606376,127.1384564,-0.008041508,-0.00364394,204.3772494
45110-7,전라북도 전주시,지방도,전라북도 전주시,안행로,1.87,35.7994758,127.1290463,35.81266831,127.1311349,-0.002088631,-0.013192506,261.0036314
45110-8,전라북도 전주시,지방도,전라북도 전주시,우림로,1.5,35.76302767,127.0646885,35.75308173,127.0565319,0.008156594,0.00994594,50.64506627
45110-9,전라북도 전주시,지방도,전라북도 전주시,권삼득로,0.38,35.83474683,127.136602,35.8334319,127.1391798,-0.00257779,0.001314932,152.9738413
45110-10,전라북도 전주시,지방도,전라북도 전주시,견훤로,0.53,35.83725182,127.1564633,35.84639407,127.1526856,0.003777694,-0.00914225,292.4510372
45110-11,전라북도 전주시,지방도,전라북도 전주시,견훤왕궁로,0.74,35.83669863,127.1452843,35.83967312,127.1457162,-0.000431886,-0.00297449,261.7385771
45110-12,전라북도 전주시,지방도,전라북도 전주시,동부대로,1.1,35.81903902,127.1815278,35.80998501,127.1865732,-0.00504538,0.009054014,119.1288829
45110-13,전라북도 전주시,지방도,전라북도 전주시,천잠로,1.9,35.80224292,127.0987154,35.81787956,127.0947143,0.004001027,-0.015636632,284.3526285
45110-14,전라북도 전주시,지방도,전라북도 전주시,유연로,1.4,35.81833119,127.0926572,35.82509349,127.0706193,0.022037891,-0.006762298,342.9414369
45110-15,전라북도 전주시,지방도,전라북도 전주시,백제대로,1,35.82518709,127.1227054,35.81667772,127.122926,-0.000220563,0.008509369,91.48477831
45110-16,전라북도 전주시,지방도,전라북도 전주시,백제대로,0.7,35.81204092,127.1230973,35.8061248,127.1232228,-0.000125504,0.005916127,91.21527969
45110-17,전라북도 전주시,지방도,전라북도 전주시,어은로,0.5,35.82403947,127.1297084,35.81991742,127.1297079,0.000000515,0.004122046,89.99283959
45110-18,전라북도 전주시,지방도,전라북도 전주시,아중로,0.43,35.82310093,127.1573962,35.82453659,127.1618051,-0.004408935,-0.001435663,198.0365804
45110-19,전라북도 전주시,일반국도,전라북도 전주시,동부대로,0.83,35.87126563,127.0976618,35.87009012,127.1066991,-0.009037261,0.001175511,172.5889269
45130-1,전라북도 군산시,시도,전라북도 군산시,의료원로,0.4,35.95627752,126.7066337,35.9558442,126.7110131,-0.0043794,0.00043332,174.3492582
45130-2,전라북도 군산시,시도,전라북도 군산시,백릉로,0.24,35.97938397,126.7503428,35.98025604,126.7514039,-0.00106105,-0.00087207,219.4165598
45130-3,전라북도 군산시,일반국도,전라북도 군산시,해망로,1.2,35.98388004,126.6867255,35.9807138,126.6768245,0.00990099,0.00316624,17.73376913
45130-4,전라북도 군산시,시도,전라북도 군산시,문화로,0.24,35.96980335,126.7061138,35.96984928,126.7106634,-0.00454958,-0.0000459,180.5784063
45130-5,전라북도 군산시,시도,전라북도 군산시,동군산로,1.6,35.98857132,126.7915545,35.98153082,126.8052474,-0.01369287,0.0070405,152.7890093
45130-6,전라북도 군산시,시도,전라북도 군산시,동군산로,1.8,35.98153082,126.8052474,35.98389806,126.8216947,-0.01644733,-0.00236724,188.1902515
45130-7,전라북도 군산시,시도,전라북도 군산시,철새로,0.85,36.0206879,126.7661096,36.02338346,126.7754865,-0.00937694,-0.00269556,196.0381923
45130-8,전라북도 군산시,시도,전라북도 군산시,옥구저수지로,2,35.9263888,126.6470542,35.94144132,126.6545965,-0.00754234,-0.01505252,243.3860043
45130-9,전라북도 군산시,시도,전라북도 군산시,축성로,1.3,35.9995085,126.8365509,35.99499237,126.8455613,-0.00901037,0.00451613,153.3792976
45140-1,전라북도 익산시,지방도,전라북도 익산시,지723,1,36.07110189,126.9135085,36.07963042,126.9117345,0.001774047,-0.008528525,281.7507184
45140-2,전라북도 익산시,지방도,전라북도 익산시,지722,1.5,36.03684989,126.8771816,36.04655124,126.8781564,-0.000974758,-0.009701351,264.2623782
45140-3,전라북도 익산시,지방도,전라북도 익산시,군도15,1.5,36.02077489,127.0523205,36.0322036,127.0527295,-0.000408949,-0.011428716,267.9506849
45140-4,전라북도 익산시,지방도,전라북도 익산시,군도30,0.6,36.0447662,126.8727681,36.04316695,126.8714755,0.001292579,0.001599256,51.05355054
45180-1,전라북도 정읍시,위임국도,전라북도 정읍시,국30호(구절재),1.5,35.590553,127.009654,35.580932,127.013305,-0.003651,0.009621,110.7808714
45180-2,전라북도 정읍시,위임국도,전라북도 정읍시,국도29호(방산재),1.9,35.53726,126.933526,35.537457,126.942806,-0.00928,-0.000197,181.2161178
45180-3,전라북도 정읍시,지방도,전라북도 정읍시,국지49호(추령재),1.9,35.491334,126.931318,35.481271,126.928353,0.002965,0.010063,73.58272039
45180-4,전라북도 정읍시,지방도,전라북도 정읍시,국지49호(부전재),1.8,35.538177,126.911076,35.546078,126.902611,0.008465,-0.007901,316.9737282
45180-5,전라북도 정읍시,지방도,전라북도 정읍시,군도27호(갈재),1.8,35.48822309,126.7843517,35.46948165,126.7889419,-0.004590179,0.018741438,103.7620513
45210-3,전라북도 김제시,지방도,전라북도 김제시,702호,0.1,35.857948,126.840621,35.857411,126.841106,-0.000485,0.000537,132.0872667
45210-4,전라북도 김제시,지방도,전라북도 김제시,702호,10.5,35.856958,126.849986,35.86016112,126.8567397,-0.00675367,-0.003203121,205.3739866
45210-5,전라북도 김제시,군도,전라북도 김제시,5호,2,35.851187,126.850745,35.843185,126.846392,0.004353,0.008002,61.45429548
45210-6,전라북도 김제시,지방도,전라북도 김제시,702호,0.5,35.857219,126.808416,35.856928,126.807949,0.000467,0.000291,31.9281206
45210-7,전라북도 김제시,지방도,전라북도 김제시,711호,0.2,35.76747156,126.8107716,35.76777612,126.8116406,-0.000868957,-0.00030456,199.3150116
45210-8,전라북도 김제시,지방도,전라북도 김제시,711호,0.3,35.789739,126.813167,35.789955,126.812909,0.000258,-0.000216,320.0636169
45210-9,전라북도 김제시,일반국도,전라북도 김제시,23,0.2,35.757716,126.778394,35.757454,126.776795,0.001599,0.000262,9.305363789
45210-10,전라북도 김제시,일반국도,전라북도 김제시,23호,0.1,35.77158,126.823461,35.772729,126.824115,-0.000654,-0.001149,240.3518748
45210-11,전라북도 김제시,일반국도,전라북도 김제시,23호,0.1,35.789876,126.84797,35.7898,126.848016,-0.000046,0.000076,121.1849747
45210-12,전라북도 김제시,일반국도,전라북도 김제시,23호,0.2,35.761168,126.792217,35.760868,126.791477,0.00074,0.0003,22.06789956
45210-13,전라북도 김제시,농어촌도로,전라북도 김제시,면106호,0.5,35.856783,126.923023,35.856668,126.923841,-0.000818,0.000115,171.9974176
45210-14,전라북도 김제시,농어촌도로,전라북도 김제시,면101,1,35.823433,126.878457,35.823589,126.878778,-0.000321,-0.000156,205.9188856
45210-15,전라북도 김제시,농어촌도로,전라북도 김제시,면104,1,35.863057,126.892115,35.862179,126.891632,0.000483,0.000878,61.18419635
45210-16,전라북도 김제시,일반국도,전라북도 김제시,23호,0.5,35.83535,126.907846,35.837115,126.908587,-0.000741,-0.001765,247.2258731
45210-17,전라북도 김제시,군도,전라북도 김제시,5호,1,35.839734,126.860693,35.839536,126.860792,-0.000099,0.000198,116.5650512
45210-18,전라북도 김제시,지방도,전라북도 김제시,702호,0.2,35.852726,126.954914,35.85283,126.954995,-0.000081,-0.000104,232.0868954
45210-19,전라북도 김제시,지방도,전라북도 김제시,702호,0.4,35.845682,126.944264,35.845468,126.944554,-0.00029,0.000214,143.5752326
45210-20,전라북도 김제시,지방도,전라북도 김제시,735호,0.4,35.846317,126.959818,35.845677,126.960239,-0.000421,0.00064,123.3374187
45210-21,전라북도 김제시,지방도,전라북도 김제시,716호,0.2,35.815016,126.983186,35.814998,126.98399,-0.000804,0.000018,178.7174729
45210-22,전라북도 김제시,일반국도,전라북도 김제시,26호,0.2,35.895579,126.964585,35.895213,126.96518,-0.000595,0.000366,148.4032444
45210-23,전라북도 김제시,일반국도,전라북도 김제시,26호,0.1,35.885272,126.974821,35.884663,126.975346,-0.000525,0.000609,130.7636052
45210-24,전라북도 김제시,일반국도,전라북도 김제시,23호,0.6,35.911368,126.932707,35.911368,126.932707,0,0,
45210-25,전라북도 김제시,일반국도,전라북도 김제시,23호,0.1,35.901618,126.92865,35.901522,126.928661,-0.000011,0.000096,96.53663365
45210-26,전라북도 김제시,지방도,전라북도 김제시,735호,0.1,35.889441,126.967356,35.889097,126.966976,0.00038,0.000344,42.15338308
45210-27,전라북도 김제시,지방도,전라북도 김제시,735호,0.1,35.878348,126.950836,35.878345,126.950742,0.000094,0.000003,1.827968244
45210-28,전라북도 김제시,일반국도,전라북도 김제시,29호,1,35.756298,126.853198,35.75706,126.853562,-0.000364,-0.000762,244.4666469
45210-29,전라북도 김제시,시도,전라북도 김제시,110호,0.5,35.716667,126.818825,35.716322,126.817833,0.000992,0.000345,19.17676781
45210-30,전라북도 김제시,군도,전라북도 김제시,18호,13,35.90386,126.85744,35.908692,126.933888,-0.076448,-0.004832,183.6166467
45210-31,전라북도 김제시,도시계획도로,전라북도 김제시,　,0.1,35.818535,126.807378,35.818524,126.808135,-0.000757,0.000011,179.1674911
45210-32,전라북도 김제시,지방도,전라북도 김제시,702호,0.1,35.862565,126.756757,35.862609,126.756572,0.000185,-0.000044,346.6214598
45210-33,전라북도 김제시,지방도,전라북도 김제시,702호,0.3,35.856665,126.808885,35.856628,126.808933,-0.000048,0.000037,142.3737664
45210-34,전라북도 김제시,도시계획도로,전라북도 김제시,　,0.2,35.834048,126.795654,35.83852,126.80395,-0.008296,-0.004472,208.3271077
45210-35,전라북도 김제시,시도,전라북도 김제시,12,1,35.85256,126.76259,35.84779,126.77887,-0.01628,0.00477,163.6695451
45210-36,전라북도 김제시,일반국도,전라북도 김제시,1,4.2,35.79135,127.641,35.84779,126.77887,0.86213,-0.05644,356.2544327
45210-37,전라북도 김제시,구국도,전라북도 김제시,1,0.1,35.77184,127.0788,35.77124,127.0664,0.0124,0.0006,2.770215797
