"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","의료기관종별명","의료인수","입원실수","병상수","총면적","진료과목내용","진료과목내용명","지정취소일자","완화의료지정형태","완화의료담당부서명","구급차특수","구급차일반","총인원","구조사수","허가병상수","최초지정일자"
"3090000","PHMA220083090033021200003","2008-03-17","","01","영업/정상","13","영업중","","","","","02-942-8000","","132-926","서울특별시 도봉구 창5동 715번지 28호","서울특별시 도봉구 해등로 129 (창동)","01426","다나병원","2022-12-30 09:04:17","U","2022-12-06 23:04:00.0","정신병원","203494.298731646","461407.057099298","","","","","","","","","","","","","","","",""
"3110000","PHMA220203110032021200001","20200203","","01","영업/정상","13","영업중","","","","","02-6352-0700","","","서울특별시 은평구 불광동 221번지 57호","서울특별시 은평구 불광로13길 15 (불광동)","03353","이우요양병원","2020-08-03 11:26:55","U","2020-08-05 02:40:00.0","요양병원(일반요양병원)","193937.982430394","457220.058233981","요양병원(일반요양병원)","8","21","94","3228.37","301 101","내과, 한방내과","","","","0","0","","","0",""
"3160000","PHMA220133160034021200002","2013-10-01","","01","영업/정상","13","영업중","","","","","","4990.19","","","서울특별시 구로구 새말로 94, 2~6층, 9층 / 새말로 110 지하1층동 3~6층 (구로동)","08289","아름제일병원","2023-09-25 10:17:10","U","2022-12-08 22:07:00.0","병원","190244.829015482","444811.238193821","","","","","","","","","","","","","","","",""
"3160000","PHMA220003160034021200003","2000-02-09","","01","영업/정상","13","영업중","","","","","02-2067-1500","10567.63","","서울특별시 구로구 고척동 76번지 189호 구로성심병원","서울특별시 구로구 경인로 427, 구로성심병원 (고척동)","08223","구로성심병원","2024-01-17 14:48:23","U","2023-11-30 23:09:00.0","종합병원","188114.404383349","444166.198422671","","","","","","","","","","","","","","","",""
"3170000","PHMA220123170035021200001","2012-06-14","","01","영업/정상","13","영업중","","","","","028385558","","","서울특별시 금천구 독산동 899-6 2~9층","서울특별시 금천구 남부순환로 1400, 2~9층 (독산동)","08548","금천수요양병원","2023-06-27 10:34:47","U","2022-12-05 22:09:00.0","요양병원(일반요양병원)","191659.51307314","441984.502153591","","","","","","","","","","","","","","","",""
"3160000","PHMA220103160034021200002","2010-11-09","","01","영업/정상","13","영업중","","","","","02-2686-7588","1529.95","","서울특별시 구로구 고척동 324 신원프라자","서울특별시 구로구 중앙로1길 18-18, 2층 (고척동, 신원프라자)","08227","아나파한방병원","2024-01-08 11:00:23","U","2023-11-30 23:00:00.0","한방병원","187870.470839962","444127.308633809","","","","","","","","","","","","","","","",""
"3060000","PHMA220033060034021200027","1900-01-01","","01","영업/정상","13","영업중","","","","","02-490-2000","17254.07","","","서울특별시 중랑구 사가정로49길 53 (면목동)","02221","녹색병원","2024-01-18 13:33:32","U","2023-11-30 22:00:00.0","종합병원","207545.431398092","453474.580080059","","","","","","","","","","","","","","","",""
"3100000","PHMA220043100034021200001","20040102","","01","영업/정상","13","영업중","","","","","938-2833","","","서울특별시 노원구 상계동 606-12 노원스퀘어","서울특별시 노원구 노해로81길 5-6, 노원스퀘어 5-7층 (상계동)","01695","강북예치과병원","2022-10-26 17:46:32","U","2021-10-30 22:08:00.0","치과병원","205435.716185577","461429.381910888","","","","","","","","","","","","","","","",""
"3170000","PHMA220213170035021200001","20210326","","01","영업/정상","13","영업중","","","","","02-896-0010","","","서울특별시 금천구 시흥동 113-14 리솜메디라이프","서울특별시 금천구 시흥대로79길 15, 리솜메디라이프 4~7층 (시흥동)","08609","경희리솜한방병원","2022-11-23 11:26:53","U","2021-10-31 22:05:00.0","한방병원","190879.063907895","439641.061761598","","","","","","","","","","","","","","","",""
"3180000","PHMA220133180034021200001","2013-11-07","","01","영업/정상","13","영업중","","","","","02-1800-7119","3892.24","","","서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)","07262","한강수병원","2023-10-05 16:34:27","U","2022-10-31 00:07:00.0","병원","190282.785893083","446694.25657399","","","","","","","","","","","","","","","",""
"3200000","PHMA220193200033021200001","2019-06-10","","01","영업/정상","13","영업중","","","","","02-3427-8275","238.92","","서울특별시 관악구 남현동 1058번지 6호 한일프라자","서울특별시 관악구 남현길 7, 한일프라자 4, 6층 (남현동)","08806","더웰샘한방병원","2023-08-03 14:10:44","U","2022-12-08 00:05:00.0","한방병원","197958.524057933","441542.490987188","","","","","","","","","","","","","","","",""
"3200000","PHMA219843200033021200001","1980-06-20","","01","영업/정상","13","영업중","","","","","02-1877-8875","","","서울특별시 관악구 신림동 10번지 715호 양지병원","서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)","08779","의료법인서울효천의료재단 에이치플러스양지병원","2023-04-13 17:43:25","U","2022-12-03 23:05:00.0","종합병원","193961.371360025","442448.373509657","","","","","","","","","","","","","","","",""
"3200000","PHMA220063200033021200002","2006-01-26","","01","영업/정상","13","영업중","","","","","853-4600","2976.75","","서울특별시 관악구 신림동 543-18 강남힐병원","서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)","08767","강남힐병원","2023-10-05 17:29:48","U","2022-10-31 00:07:00.0","병원","192122.439315529","442168.547868945","","","","","","","","","","","","","","","",""
"3110000","PHMA220143110032021200001","2014-03-07","","01","영업/정상","13","영업중","","","","","02-357-0357","","","","서울특별시 은평구 은평로 170, 6층,7층,8층 (응암동, 상현빌딩동)","03462","한국효요양병원","2023-05-01 17:11:42","U","2022-12-05 00:03:00.0","요양병원(일반요양병원)","","","","","","","","","","","","","","","","","",""
"3110000","PHMA120193110032021100001","1961-05-15","","01","영업/정상","13","영업중","","","","","02-1811-7755","","","서울특별시 은평구 진관동 55번지","서울특별시 은평구 통일로 1021 (진관동)","03312","가톨릭대학교 은평성모병원","2020-05-25 17:50:00","D","2022-12-06 23:04:00.0","종합병원","192525.587513982","459028.508907601","","","","","","","","","","","","","","","",""
"3110000","PHMA220113110032021200002","20110715","","01","영업/정상","13","영업중","","","","","1577-5046","","","서울특별시 은평구 녹번동 27번지 6호","서울특별시 은평구 통일로 669 (녹번동)","03382","연세에덴요양병원","2019-02-17 20:08:52","U","2019-02-19 02:40:00.0","요양병원(일반요양병원)","194047.377531025","455977.868865806","요양병원(일반요양병원)","43","34","177","2815.03","308 306 301 122 120 115 114 113 107 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 흉부외과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과, 한방재활의학과, 침구과","","","","0","0","","","0",""
"3110000","PHMA220163110032021200001","2016-01-07","","01","영업/정상","13","영업중","","","","","02-388-1075","384.2","","서울특별시 은평구 신사동 8번지 5호 2층 201,202호","서울특별시 은평구 갈현로 24, 2층 201,202호 (신사동)","03423","21C메트로한방병원","2023-10-20 10:27:30","U","2022-10-30 22:02:00.0","한방병원","192023.767867284","455324.346591988","","","","","","","","","","","","","","","",""
"3110000","PHMA220163110032021200002","2016-01-21","","01","영업/정상","13","영업중","","","","","02-1660-0075","1559.25","","","서울특별시 은평구 통일로 726, 불광메디컬타워 1~12층 (불광동)","03368","의료법인 성누가의료재단 성누가병원","2023-12-29 17:41:25","U","2022-11-01 21:01:00.0","병원","193778.708753016","456467.985518055","","","","","","","","","","","","","","","",""
"3110000","PHMA220093110032021200001","19601124","","01","영업/정상","13","영업중","","","","","02-3156-3000","","122070","서울특별시 은평구 역촌동 산 31번지 1호","서울특별시 은평구 갈현로7길 49 (역촌동)","03433","서울특별시서북병원","2022-12-20 17:45:52","U","2021-11-01 22:02:00.0","병원","191428.12937323","455780.41102268","","","","","","","","","","","","","","","",""
"3110000","PHMA220063110032021200001","20060803","","01","영업/정상","13","영업중","","","","","355-7355","","","서울특별시 은평구 대조동 187번지 51호","서울특별시 은평구 통일로 809-1 (대조동)","03385","문치과병원","2022-12-01 09:55:39","U","2021-11-02 00:03:00.0","치과병원","","","","","","","","","","","","","","","","","",""
"3110000","PHMA219663110032021200001","1966-05-05","","01","영업/정상","13","영업중","","","","","300-8114","18236.9","","서울특별시 은평구 응암2동 232번지 3호","서울특별시 은평구 백련산로 90 (응암동)","03476","서울특별시은평병원","2024-01-19 13:13:17","U","2023-11-30 22:01:00.0","정신병원","193192.019829273","454620.355721841","","","","","","","","","","","","","","","",""
"3110000","PHMA219983110032021200001","19980421","","01","영업/정상","13","영업중","","","","","02-6020-3000","","","서울특별시 은평구 구산동 191번지 1호","서울특별시 은평구 갈현로11길 30 (구산동)","03428","서울재활병원","2021-08-31 17:40:57","U","2021-09-02 02:40:00.0","병원","191702.077019611","455932.109030751","병원","33","17","80","6583.64","120 101","내과, 재활의학과","","","","0","0","","","0",""
"3110000","PHMA220023110032021200002","20020625","","01","영업/정상","13","영업중","","","","","357-0515","","","서울특별시 은평구 대조동 15번지 123호","서울특별시 은평구 진흥로 191 (대조동)","03397","서울병원","2019-01-07 16:59:51","U","2019-01-09 02:40:00.0","병원","193814.576026954","456279.905534701","병원","28","18","55","1085.31","105 101 109 116","내과, 정형외과, 마취통증의학과, 영상의학과","","","","0","0","","","0",""
"3110000","PHMA220063110032021200002","2006-08-07","","01","영업/정상","13","영업중","","","","","02-388-8114","","122-813","서울특별시 은평구 갈현동 462번지 52호","서울특별시 은평구 연서로 177 (갈현동)","03334","은평연세병원","2023-07-14 11:28:22","U","2022-12-06 23:06:00.0","병원","192640.903780482","456933.471863348","","","","","","","","","","","","","","","",""
"3220000","PHMA220203220033021200001","2020-05-15","","01","영업/정상","13","영업중","","","","","02-1899-0090","3146.81","","","서울특별시 강남구 도곡로 214, 롤스웰빌딩,지하2층, 지하1층, 지상1층 일부, 지상2~7층  (도곡동)","06272","서울본브릿지병원","2023-09-14 13:57:47","U","2022-12-08 23:06:00.0","병원","203682.487186252","443363.703553222","","","","","","","","","","","","","","","",""
"3120000","PHMA220153120033021200002","2015-07-01","","01","영업/정상","13","영업중","","","","","1899-9976","487.94","","서울특별시 서대문구 창천동 13-2 준성빌딩","서울특별시 서대문구 명물길 32, 준성빌딩 2,3층 (창천동)","03777","잎사귀치과병원","2023-09-18 09:37:22","U","2022-12-08 22:00:00.0","치과병원","194491.307019287","450646.576957423","","","","","","","","","","","","","","","",""
"3220000","PHMA220133220033021200001","2013-01-25","","01","영업/정상","13","영업중","","","","","02-1899-3210","1184.92","","서울특별시 강남구 역삼동 773번지 6호 지하1층, 2~7층","서울특별시 강남구 언주로 327, 지하1층, 2~7층 (역삼동)","06226","서울안강병원","2024-01-04 10:48:50","U","2023-12-01 00:06:00.0","병원","203902.605","443874.3","","","","","","","","","","","","","","","",""
"3110000","PHMA220173110032021200001","2017-09-29","","01","영업/정상","13","영업중","","","","","02-382-7700","1799.32","","","서울특별시 은평구 연서로 10, 지하2~지상9층 (역촌동)","03409","리드힐병원","2023-12-20 18:41:02","U","2022-11-01 22:03:00.0","병원","192551.98978217","455278.568446081","","","","","","","","","","","","","","","",""
"3220000","PHMA220213220033021200003","20210531","","01","영업/정상","13","영업중","","","","","1577-0212","","","서울특별시 강남구 논현동 55-3 새로운병원빌딩 지하1층일부~7층","서울특별시 강남구 학동로 121, 새로운병원빌딩 지하1층일부~7층 (논현동)","06044","새로운병원","2021-05-31 09:03:44","I","2021-06-02 00:22:55.0","병원","202080.711326615","445562.134435278","병원","19","9","30","1625.39","126 122 120 119 116 115 114 113 111 110 109 107 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 예방의학과","","","","0","0","","","0",""
"3220000","PHMA220163220033021200002","2016-10-28","","01","영업/정상","13","영업중","","","","","02-573-5737","","","서울특별시 강남구 도곡동 949","서울특별시 강남구 강남대로 276(도곡동)","06265","메디움강남요양병원","2023-02-08 11:01:35","U","2022-12-01 23:01:00.0","요양병원(일반요양병원)","202834.56","442871.185","","","","","","","","","","","","","","","",""
"3110000","PHMA220073110032021200001","20070411","","01","영업/정상","13","영업중","","","","","02-356-7007","","","서울특별시 은평구 구산동 2번지 36호 세웅그룹빌딩 3~9층","서울특별시 은평구 서오릉로 149, 세웅그룹빌딩 3~9층 (구산동)","03412","하나효요양병원","2022-12-02 09:15:50","U","2021-11-02 00:04:00.0","요양병원(일반요양병원)","192530.535974525","456583.709636542","","","","","","","","","","","","","","","",""
"3220000","PHMA220163220033021200001","2016-04-21","","01","영업/정상","13","영업중","","","","","547-4800","3717.97","","서울특별시 강남구 삼성동 77번지 23호 지하1,2층, 지상 1~11층","서울특별시 강남구 봉은사로 535 (삼성동, 트리니티재활병원빌딩, 지하1,2층, 지상1~11층)","06087","트리니티병원","2023-11-08 12:57:09","U","2022-10-31 23:00:00.0","병원","205116.195218249","445783.267094395","","","","","","","","","","","","","","","",""
"3220000","PHMA220173220033021200002","2017-05-19","","01","영업/정상","13","영업중","","","","","02-1899-5868","3802.71","","서울특별시 강남구 신사동 587-16 포레스트요양병원","서울특별시 강남구 도산대로 209, 포레스트요양병원 (신사동)","06026","포레스트요양병원","2023-08-11 11:16:08","U","2022-12-07 23:03:00.0","요양병원(일반요양병원)","202527.402058372","446478.329588626","","","","","","","","","","","","","","","",""
"3120000","PHMA220063120033021200001","20060220","","01","영업/정상","13","영업중","","","","","02-335-2277","","","서울특별시 서대문구 연희동 192번지 32호","서울특별시 서대문구 성산로 335 (연희동)","03707","강북연세요양병원","2022-01-10 15:37:54","U","2022-01-12 02:40:00.0","요양병원(일반요양병원)","193531.905843993","451541.255677281","요양병원(일반요양병원)","26","33","198","2736.38","301 122 120 115 113 110 107 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 흉부외과, 산부인과, 이비인후과, 비뇨의학과, 재활의학과, 가정의학과, 한방내과","","","","0","0","","","0",""
"3120000","PHMA220153120033021200001","20150126","","01","영업/정상","13","영업중","","","","","02-2153-7777","","","서울특별시 서대문구 홍제동 251번지 4호","서울특별시 서대문구 통일로 442 (홍제동, 제이여성병원)","03629","제이여성병원","2021-09-17 18:12:26","U","2021-09-19 02:40:00.0","병원","195065.292655665","454025.078627384","병원","20","16","30","2951.04","116 111 110 109 104 101","내과, 외과, 마취통증의학과, 산부인과, 소아청소년과, 영상의학과","","","","0","0","","","0",""
"3120000","PHMA220153120033021200003","20150811","","01","영업/정상","13","영업중","","","","","02-304-5660","","","서울특별시 서대문구 남가좌동 102번지 3호","서울특별시 서대문구 수색로 18, 2~5층 (남가좌동, 영보웨딩부페)","03712","가자연세병원","2021-12-29 09:26:53","U","2021-12-31 02:40:00.0","병원","192562.973370487","451852.14962353","병원","32","12","40","2201.04","119 116 109 106 105 101","내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 진단검사의학과","","","","0","0","","","0",""
"3120000","PHMA220163120033021200001","20160602","","01","영업/정상","13","영업중","","","","","02-395-8880","","","서울특별시 서대문구 홍은동 437번지 1호","서울특별시 서대문구 통일로 544 (홍은동)","03614","효담요양병원","2022-01-10 15:37:39","U","2022-01-12 02:40:00.0","요양병원(일반요양병원)","194596.330125214","454884.966168436","요양병원(일반요양병원)","17","23","139","1668.5","308 307 306 305 304 303 302 301 122 101","내과, 가정의학과, 한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과","","","","0","0","","","0",""
"3120000","PHMA220043120033021200001","2004-03-02","","01","영업/정상","13","영업중","","","","","02-337-1110","1283.84","","","서울특별시 서대문구 성산로 365-14 (연희동)","03726","의료법인제민의료재단동서병원","2023-10-23 18:24:50","U","2022-10-30 22:05:00.0","병원","193759.805626607","451374.136885633","","","","","","","","","","","","","","","",""
"3120000","PHMA220083120033021200002","2008-11-18","","01","영업/정상","13","영업중","","","","","02-304-7573","1255.78","","","서울특별시 서대문구 수색로 131 (북가좌동)","03715","사랑요양병원","2024-01-11 16:01:34","U","2023-11-30 23:03:00.0","요양병원(일반요양병원)","","","","","","","","","","","","","","","","","",""
"3120000","PHMA219843120033021200001","1984-02-27","","01","영업/정상","13","영업중","","","","","02-337-1110","4053.3","","","서울특별시 서대문구 성산로 365-14 (연희동)","03726","의료법인제민의료재단동서한방병원","2023-10-23 18:26:14","U","2022-10-30 22:05:00.0","한방병원","193759.805626607","451374.136885633","","","","","","","","","","","","","","","",""
"3120000","PHMA219943120033021200001","1994-06-22","","01","영업/정상","13","영업중","","","","","02-396-9161","8493.73","","","서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)","03653","의료법인동신의료재단 동신병원","2024-01-17 16:20:58","U","2023-11-30 23:09:00.0","종합병원","194321.417441299","453224.786009361","","","","","","","","","","","","","","","",""
"3120000","PHMA220213120033021200001","2021-07-28","","01","영업/정상","13","영업중","","","","","02-3147-0999","3354.64","","","서울특별시 서대문구 충정로 71-5(충정로2가)","03736","서울중앙요양병원","2023-10-12 08:52:28","U","2022-10-30 23:04:00.0","요양병원(일반요양병원)","196879.053918764","451436.098712399","","","","","","","","","","","","","","","",""
"3110000","PHMA219973110032021200001","19970221","","01","영업/정상","13","영업중","","","","","02-309-0909","","","","서울특별시 은평구 응암로 164 (응암동)","03478","인정병원","2022-12-02 14:54:15","U","2021-11-02 00:04:00.0","병원","","","","","","","","","","","","","","","","","",""
"3120000","PHMA219843120033021200002","1984-09-04","","01","영업/정상","13","영업중","","","","","02-394-9101","1286","","","서울특별시 서대문구 세무서길 20 (홍제동)","03627","재단법인대성병원","2023-12-04 17:15:11","U","2022-11-02 00:06:00.0","병원","195146.999777053","454066.897623623","","","","","","","","","","","","","","","",""
"3130000","PHMA220203130033021200002","20200217","","01","영업/정상","13","영업중","","","","","02-719-7373","","","서울특별시 마포구 신수동 81번지 101호 세솟는병원","서울특별시 마포구 백범로 26, 세솟는병원 (신수동)","04109","세솟는정형외과병원","2021-09-13 17:11:27","U","2021-09-15 02:40:00.0","병원","194363.589730635","450007.19193806","병원","10","10","30","1380.65","116 105","정형외과, 영상의학과","","","","0","0","","","0",""
"3130000","PHMA219993130033021200001","19991124","","01","영업/정상","13","영업중","","","","","02-337-7582","","121854","서울특별시 마포구 신수동 66번지 1호 지2층~6층","서울특별시 마포구 서강로 110, 지2층~6층 (신수동)","04094","신촌연세병원","2020-04-02 09:24:39","U","2020-04-04 02:40:00.0","병원","194068.379605116","450023.977767846","병원","66","38","116","4916.42","122 119 116 115 114 111 109 108 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 성형외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과","","","","0","0","","","0",""
"3130000","PHMA219953130033021200001","1995-01-19","","01","영업/정상","13","영업중","","","","","02-335-1010","","","","서울특별시 마포구 독막로 32, A동 지1,123457층 (합정동)","04072","혜당한방병원","2023-05-09 17:43:10","U","2022-12-04 23:01:00.0","한방병원","","","","","","","","","","","","","","","","","",""
"3220000","PHMA220153220033021200003","2015-07-24","","01","영업/정상","13","영업중","","","","","02-539-2250","","","","서울특별시 강남구 테헤란로 337 (역삼동, 4~9층)","06150","강남초이스정형외과병원","2023-07-18 15:04:19","U","2022-12-06 22:00:00.0","병원","204215.162571746","444731.386522359","","","","","","","","","","","","","","","",""
"3220000","PHMA220063220033021200005","20061220","","01","영업/정상","13","영업중","","","","","02-1661-1175","","","서울특별시 강남구 대치동 889-11 대치빌딩","서울특별시 강남구 테헤란로 408, 대치빌딩 지상9층~지상17층 (대치동)","06192","누네안과병원","2021-03-22 17:40:36","U","2021-03-24 02:40:00.0","병원","204376.538170228","444701.663711128","병원","41","19","50","5843.43","101 112","내과, 안과","","","","0","0","","","0",""
"3130000","PHMA220123130033021200001","20120803","","01","영업/정상","13","영업중","","","","","374-3111","","","서울특별시 마포구 성산동 200번지 22호 SMC 지하1층~5층","서울특별시 마포구 월드컵북로 165, 지하1층~5층 (성산동, SMC)","03948","에스엠씨요양병원","2017-09-05 18:38:36","I","2018-08-31 23:59:59.0","요양병원(일반요양병원)","191971.007142007","451626.174437596","요양병원(일반요양병원)","19","19","120","2335.92","122 120 118 116 106 105 104 102 101","내과, 신경과, 외과, 정형외과, 신경외과, 영상의학과, 병리과, 재활의학과, 가정의학과","","","","0","0","","","0",""
"3130000","PHMA220133130033021200001","20130717","","01","영업/정상","13","영업중","","","","","333-2882","","","서울특별시 마포구 동교동 166번지 1호 (3, 4층)","서울특별시 마포구 양화로 178, 3층 (동교동)","04051","네모치과병원","2019-01-14 11:35:21","U","2019-01-16 02:40:00.0","치과병원","193316.900288756","450586.865060181","치과병원","2","0","0","161.07","401","치과","","","","0","0","","","0",""
"3130000","PHMA220133130033021200002","20130821","","01","영업/정상","13","영업중","","","","","716-2600","","","서울특별시 마포구 도화동 566번지 자람빌딩 3층","서울특별시 마포구 마포대로 78, 자람빌딩 3층 (도화동)","04168","한그루치과병원","2019-01-14 11:33:40","U","2019-01-16 02:40:00.0","치과병원","195494.021183312","448852.379796745","치과병원","4","0","0","455.2","402 403 404 405 406 407 408 409 411 410","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0",""
"3230000","PHMA220193230034021200005","2019-07-01","","01","영업/정상","13","영업중","","","","","02-2222-8100","4307.51","","","서울특별시 송파구 법원로11길 32, 지하2~1층, 지상5~11층,13층 (문정동)","05836","학교법인혜화학원 대전대학교서울한방병원","2023-12-08 15:53:28","U","2022-11-01 23:00:00.0","한방병원","","","","","","","","","","","","","","","","","",""
"3230000","PHMA220213230034021200004","2021-08-26","","01","영업/정상","13","영업중","","","","","02-512-0750","1049.22","","","서울특별시 송파구 위례서로 248, 3층 일부, 4층 (거여동)","05790","365다시재한방병원","2024-01-19 13:47:46","U","2023-11-30 22:01:00.0","한방병원","212511.655622483","442722.371081852","","","","","","","","","","","","","","","",""
"3130000","PHMA220153130033021200001","20150313","","01","영업/정상","13","영업중","","","","","02-719-2275","","","서울특별시 마포구 노고산동 57번지 1호 그랜드플라자 10층,11층","서울특별시 마포구 신촌로 94, 10층,11층 (노고산동, 그랜드플라자)","04058","신촌다인치과병원","2022-08-18 18:22:43","U","2021-12-07 22:00:00.0","치과병원","194273.598098938","450318.724130121","","","","","","","","","","","","","","","",""
"3130000","PHMA220173130033021200001","2017-12-28","","01","영업/정상","13","영업중","","","","","02-1644-3099","2099.97","","서울특별시 마포구 마포동 33번지 1호 대농빌딩","서울특별시 마포구 마포대로 25, 대농빌딩 2,3,5층 (마포동)","04167","연세한강병원","2023-12-12 18:09:30","U","2022-11-01 23:04:00.0","병원","195051.53369717","448575.956518546","","","","","","","","","","","","","","","",""
"3140000","PHMA220033140033021200001","2003-07-28","","01","영업/정상","13","영업중","","","","","02-2651-7500","2309.75","","","서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)","07968","포미즈여성병원","2023-11-07 09:25:29","U","2022-11-01 00:09:00.0","병원","188635.230900983","449396.806374349","","","","","","","","","","","","","","","",""
"3140000","PHMA220183140033021200001","2018-05-30","","01","영업/정상","13","영업중","","","","","02-6927-3646","","","서울특별시 양천구 신정동 943번지 19호 B02,B01, 지상2~5층","서울특별시 양천구 중앙로 300 (신정동)","08019","목동제일여성병원","2023-05-19 10:30:40","U","2022-12-04 22:01:00.0","병원","186831.15837972","446764.915938532","","","","","","","","","","","","","","","",""
"3230000","PHMA220143230034021200002","2014-02-06","","01","영업/정상","13","영업중","","","","","02-1899-5230","2777.96","","","서울특별시 송파구 송파대로 562, 2,3,8층 (신천동, 한빛프라자,삼성웰리스아파트)","05510","미래본병원","2024-01-09 09:42:20","U","2023-11-30 23:01:00.0","병원","208730.633457015","445905.025545443","","","","","","","","","","","","","","","",""
"3140000","PHMA220123140033021200002","2012-09-04","","01","영업/정상","13","영업중","","","","","02-2601-2611","1551.72","158-841","서울특별시 양천구 신월동 550번지 3호 승일뷰티타워 8~9층","서울특별시 양천구 신월로 164, 8층 9층 (신월동, 승일뷰티타워)","08064","라온휴병원","2023-11-07 09:26:05","U","2022-11-01 00:09:00.0","병원","185962.809546697","446176.170952681","","","","","","","","","","","","","","","",""
"3140000","PHMA220113140033021200002","2011-03-28","","01","영업/정상","13","영업중","","","","","1566-6688","39324.84","158-073","서울특별시 양천구 신정3동 1320번지 7호","서울특별시 양천구 신정이펜1로 20 (신정동)","08049","서울특별시서남병원","2024-01-05 16:46:09","U","2023-12-01 00:07:00.0","종합병원","185179.358877689","445532.444934761","","","","","","","","","","","","","","","",""
"3140000","PHMA220073140033021200001","2007-06-01","","01","영업/정상","13","영업중","","","","","02-2696-6568","","158-074","서울특별시 양천구 신정동 942번지 12호","서울특별시 양천구 오목로 121 (신정동, 양천효요양병원)","07942","양천효요양병원","2023-06-28 10:23:20","U","2022-12-05 21:00:00.0","요양병원(일반요양병원)","186770.943308232","446907.841242813","","","","","","","","","","","","","","","",""
"3140000","PHMA220093140033021200001","2009-05-19","","01","영업/정상","13","영업중","","","","","-1544-2875","544.1","","","서울특별시 양천구 목동서로 285, 황금프라자 10층 (신정동)","08011","목동중앙치과병원","2023-09-20 09:46:45","U","2022-12-08 22:02:00.0","치과병원","188363.725402734","446631.246949745","","","","","","","","","","","","","","","",""
"3140000","PHMA220023140033021200001","20021231","","01","영업/정상","13","영업중","","","","","02-2691-2875","","158074","서울특별시 양천구 신정4동 888번지 47호","서울특별시 양천구 신정중앙로 103 (신정동)","07938","이엔이치과병원","2021-04-28 17:47:49","U","2021-04-30 02:40:00.0","치과병원","187852.723365018","447149.18316504","치과병원","2","0","0","288","411 410 409 408 407 406 405 404 403 402 401","치과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과","","","","0","0","","","0",""
"3240000","PHMA220033240033021200001","2003-12-05","","01","영업/정상","13","영업중","","","","","02-470-9114","3609.31","","서울특별시 강동구 천호동 452-1 강동미즈병원","서울특별시 강동구 천호대로 1043, 강동미즈병원 (천호동)","05335","강동미즈여성병원","2023-10-14 13:47:24","U","2022-10-30 23:06:00.0","병원","211252.497096002","448379.705798971","","","","","","","","","","","","","","","",""
"3240000","PHMA220143240033021200005","2014-10-28","","01","영업/정상","13","영업중","","","","","02-1577-2533","812.14","134-814","서울특별시 강동구 길동 459번지 1호","서울특별시 강동구 천호대로 1133 (길동)","05355","남기세병원","2023-12-01 08:20:14","U","2022-11-02 00:03:00.0","병원","212084.038472021","448058.444155867","","","","","","","","","","","","","","","",""
"3240000","PHMA220183240033021200001","2018-02-22","","01","영업/정상","13","영업중","","","","","02-1577-0082","4272.11","","","서울특별시 강동구 천호대로 1151 (길동)","05356","고은빛여성병원","2023-12-01 08:19:19","U","2022-11-02 00:03:00.0","병원","212244.532512145","447998.326845938","","","","","","","","","","","","","","","",""
"3240000","PHMA220083240033021200001","2008-08-29","","01","영업/정상","13","영업중","","","","","02-472-0114","2431.4","","서울특별시 강동구 성내동 387-47","서울특별시 강동구 양재대로 1415, 지하4, 지상5층 (성내동)","05375","허리나은병원","2024-01-08 17:24:57","U","2023-11-30 23:00:00.0","병원","212096.00923264","447813.540714969","","","","","","","","","","","","","","","",""
"3150000","PHMA220203150037021200003","2020-07-08","","01","영업/정상","13","영업중","","","","","02-6949-0337","","","서울특별시 강서구 마곡동 799-11 파인스퀘어","서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 3,4층 (마곡동)","07631","보금한방병원","2023-07-06 13:51:26","U","2022-12-07 00:08:00.0","한방병원","184844.841587036","450680.3656089","","","","","","","","","","","","","","","",""
