"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소","정원(수용인원)","현인원","전화번호","우편번호"
"도우누리편안한요양원","G2460","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김현철","1123000000","동대문구","서울특별시 동대문구 한천로37길19, A동 5층 (답십리동, 창승빌딩)","9","7","02-3390-4645","130650"
"쌍문늘푸른요양원","G2474","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이강호","1132000000","도봉구","서울특별시 도봉구 해등로26길7, 쌍문동 501호 (쌍문동)","9","9","029947250","01387"
"사랑가득 요양원","G2523","(노인) 노인요양시설","노인의료복지시설","자치구","나태웅","1154500000","금천구","서울특별시 금천구 독산로194 (독산동, 영재빌딩)","43","43","02-804-1030","153600"
"가천요양원","G2527","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정임","1126000000","중랑구","서울특별시 중랑구 신내로14길13, 4층 (신내동)","9","9","02-3423-2220","131600"
"서울숲요양원","G2547","(노인) 노인요양시설","노인의료복지시설","자치구","최한철","1162000000","관악구","서울특별시 관악구 난향7길 68 (신림동)","99","99","028584501","151600"
"나이팅게일너싱홈","G2555","(노인) 노인요양시설","노인의료복지시설","자치구","장경애","1159000000","동작구","서울특별시 동작구 남부순환로255길8, 1,3층 101,301호 (사당동, 장미빌라)","22","22","02-583-6711","156600"
"늘봄시니어케어센터","G2589","(노인) 노인요양시설","노인의료복지시설","자치구","조광희","1153000000","구로구","서울특별시 구로구 새말로 38-12 (구로동)(구로동)","15","15","028558118","08292"
"도봉하루요양원2호점","G2597","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조선아","1132000000","도봉구","서울특별시 도봉구 방학로3길 103 (쌍문동) 춘광빌딩 5~6층","9","9","07081827713","01395"
"도봉하루요양원1호점","G2598","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정숙","1132000000","도봉구","서울특별시 도봉구 방학로3길 103 (쌍문동)","9","9","07081167713","01395"
"마더노인요양센터","G2659","(노인) 노인요양시설","노인의료복지시설","자치구","박형대","1174000000","강동구","서울특별시 강동구 명일로 230, 2층 (길동)","29","29","024736533","134600"
"엘림요양원","G2687","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","우지혜","1126000000","중랑구","서울특별시 중랑구 봉우재로 79, 3층 (상봉동, 화성빌딩)","9","9","024969724","131600"
"닥터참사랑요양원","G2732","(노인) 노인요양시설","노인의료복지시설","자치구","윤영준","1117000000","용산구","서울특별시 용산구 원효로 155, 3~5층 (원효로2가)","15","15","027110335","04363"
"우리엄마요양원","G2778","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김미현","1129000000","성북구","서울특별시 성북구 보문로 123, 3층 (보문동2가)","9","8","029213002","136600"
"한가람요양원","G2846","(노인) 노인요양시설","노인의료복지시설","자치구","최연임","1150000000","강서구","서울특별시 강서구 등촌로 183, 4층 (등촌동)","20","20","0226450558","157650"
"실버캐슬요양타운","G2883","(노인) 노인요양시설","노인의료복지시설","자치구","차재철","1147000000","양천구","서울특별시 양천구 신월로 107 (신월동)","49","49","0220651451","158600"
"정원요양원","G2893","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정명자","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90, 4층 (망우동)","9","9","024938859","131600"
"경복궁요양센터","G2901","(노인) 노인요양시설","노인의료복지시설","자치구","주현태","1171000000","송파구","서울특별시 송파구 성내천로47길 40 (마천동)","46","46","024080048","138600"
"중곡요양원","G2908","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배인순","1121500000","광진구","서울특별시 광진구 면목로 203, 3층 (중곡동)","9","9","024338255","143607"
"다애요양원","G2909","(노인) 노인요양시설","노인의료복지시설","자치구","서정애","1129000000","성북구","서울특별시 성북구 성북로4길 52, 한진아파트스포츠센터동 지하2층 5305,5306호 (돈암동)","36","37","02-921-3131","02831"
"사랑과섬김요양원","G2952","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김나경","1135000000","노원구","서울특별시 노원구 한글비석로 4225층 (상계동)","9","9","029301288","01668"
"강북재활요양원2호점","G3008","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","나영선","1132000000","도봉구","서울특별시 도봉구 도봉로 669, 601호 (방학동)","9","9","029568700","01384"
"강북재활요양원","G3010","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장경순","1132000000","도봉구","서울특별시 도봉구 도봉로 669, 601호 (방학동)","9","9","029568700","01384"
"가족사랑요양원","G3078","(노인) 노인요양시설","노인의료복지시설","자치구","김혜자","1154500000","금천구","서울특별시 금천구 시흥대로 214, 10층 (시흥동)","29","29","02-803-7707","08628"
"큰사랑요양원","G3095","(노인) 노인요양시설","노인의료복지시설","자치구","정용훈","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46, 5층 (도봉동)","29","29","0234915720","01320"
"행복마지요양원","G3108","(노인) 노인요양시설","노인의료복지시설","자치구","정한준","1150000000","강서구","서울특별시 강서구 강서로12길 8-8, 1,2층 (화곡동, 근상프리즘주상복합아파트)","29","29","0226763275","157650"
"청춘요양원","G3115","(노인) 노인요양시설","노인의료복지시설","자치구","강정희","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46, 4층 (도봉동)","29","29","029540001","01320"
"은나무요양원","G3116","(노인) 노인요양시설","노인의료복지시설","자치구","황욱","1132000000","도봉구","서울특별시 도봉구 도봉로180나길 48-0 (도봉동)46, 6층 (도봉동)","29","29","029957588","01319"
"행복요양원","G3119","(노인) 노인요양시설","노인의료복지시설","자치구","조용진","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46, 2층 (도봉동)","29","29","029550002","01320"
"상계요양원","G3121","(노인) 노인요양시설","노인의료복지시설","자치구","박미진","1135000000","노원구","서울특별시 노원구 동일로242바길 27 (상계동)","82","82","029313376","139600"
"새마음요양원","G3124","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장영이","1150000000","강서구","서울특별시 강서구 공항대로41길 34, 3층 (등촌동)","9","9","02-3662-5978","07587"
"희망요양원","G3125","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박래경","1150000000","강서구","서울특별시 강서구 공항대로41길 34, 3층 (등촌동)","9","9","0236635978","07587"
"미소사랑요양원","G3143","(노인) 노인요양시설","노인의료복지시설","자치구","이상실","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46, 3층 (도봉동)","29","29","029543322","01320"
"선한노인전문요양원","G3169","(노인) 노인요양시설","노인의료복지시설","자치구","김광희","1132000000","도봉구","서울특별시 도봉구 덕릉로62길 52-6 (창동)52-6 (창동)","39","39","029078686","01475"
"효심요양원","G3176","(노인) 노인요양시설","노인의료복지시설","자치구","박찬우","1132000000","도봉구","서울특별시 도봉구 도봉로180길 46, 7층 (도봉동)","29","29","029569977","01320"
"가족사랑노인요양센터","G3186","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김성현","1130500000","강북구","서울특별시 강북구 월계로 75, 4층 (미아동, 동구빌딩)","9","9","029948655","01236"
"효누리요양원","G3257","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김태연","1135000000","노원구","서울특별시 노원구 한글비석로 422, 3층 (상계동)","9","9","029371030","139600"
"다애요양원","G3276","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","권선태","1126000000","중랑구","서울특별시 중랑구 망우로262, 2층 (상봉동)","9","9","029600119","131600"
"행복한노인요양원3","G3292","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임종기","1130500000","강북구","서울특별시 강북구 덕릉로 46, 2, 4층 (수유동, 신우빌딩)","9","9","029026400","01111"
"더시그넘하우스 너싱홈","G3308","(노인) 노인요양시설","노인의료복지시설","자치구","옥순인","1168000000","강남구","서울특별시 강남구 자곡로 204-25 (자곡동)","60","40","024458856","06373"
"강북실버요양원2호점","G3322","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍석중","1132000000","도봉구","서울특별시 도봉구 도봉로669, 201동 (방학동, 이정빌딩)","9","9","029567766","01346"
"소망요양원","G3323","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심향유","1123000000","동대문구","서울특별시 동대문구 한천로37길 19, 4층 (답십리동)","9","5","0222487533","130650"
"강북실버요양원","G3324","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고은숙","1132000000","도봉구","서울특별시 도봉구 도봉로669, 201호 (방학동, 이정빌딩)","9","","029567766","01346"
"솔요양원","G3335","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김효희","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동, 3층)","9","7","0226454454","157650"
"푸른요양원","G3336","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오선영","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동, 3층)","9","8","0226454454","157650"
"푸른요양원2호점","G3337","(노인) 노인요양시설","노인의료복지시설","자치구","신현진","1130500000","강북구","서울특별시 강북구 도봉로81길 43, 지,1,5~8층 (수유동)","27","26","029721736","01081"
"푸른솔요양원","G3346","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전형묵","1150000000","강서구","서울특별시 강서구 강서로17길 25 (화곡동, 3층)","9","8","0226454454","157650"
"큰사랑노인요양원","G3364","(노인) 노인요양시설","노인의료복지시설","자치구","박성애","1132000000","도봉구","서울특별시 도봉구 도봉로152길26, 7층 (방학동, 렉시온프라자)","28","28","0234925720","01332"
"중앙요양원","G3370","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","전양현","1162000000","관악구","서울특별시 관악구 남부순환로 1432-7, 501호 (신림동)","9","9","028867757","151600"
"도봉하루요양원3호점","G3372","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","연예령","1132000000","도봉구","서울특별시 도봉구 방학로3길103, 5,6층 (쌍문동)","8","8","07081167713","01395"
"강북요양원","G3386","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정진숙","1132000000","도봉구","서울특별시 도봉구 도봉로 669-0 (방학동)669, 5층 501호 (방학동, 이정빌딩)","9","9","029544100","01346"
"강북요양원2호점","G3387","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정희","1132000000","도봉구","서울특별시 도봉구 도봉로 669-0 (방학동)","9","9","029544100","01346"
"효심요양원2호","G3389","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍승대","1126000000","중랑구","서울특별시 중랑구 망우로 171, 4층 (중화동)","9","9","07045437367","131600"
"효심요양원1호","G3391","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","윤소정","1126000000","중랑구","서울특별시 중랑구 망우로 171, 4층 (중화동)","9","9","07045437367","131600"
"행복가득요양원","G3503","(노인) 노인요양시설","노인의료복지시설","자치구","조미정","1141000000","서대문구","서울특별시 서대문구 거북골로 202-2 (북가좌동)","25","20","023035959","03681"
"한마음실버빌","G3525","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조훈원","1168000000","강남구","서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)","9","9","025770091","06312"
"장수노인요양공동생활가정","G3536","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장미영","1141000000","서대문구","서울특별시 서대문구 응암로 145 (북가좌동)","9","9","023523520","120650"
"경동노인요양원2","G3567","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조현","1123000000","동대문구","서울특별시 동대문구 약령시로 122-5, 1~3층 (제기동)","9","8","029622262","130650"
"경동노인요양원","G3568","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","윤용암","1123000000","동대문구","서울특별시 동대문구 약령시로 122-5, 4~6층 (제기동)","9","0","029622262","130650"
"시니어실버타운2","G3570","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김종선","1154500000","금천구","서울특별시 금천구 독산로 217, 5층 (독산동)","9","9","028028020","08542"
"시니어실버타운1","G3571","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박행란","1154500000","금천구","서울특별시 금천구 독산로217, 4층 (독산동)","9","9","028028020","08542"
"러빙케어","G3646","(노인) 노인요양시설","노인의료복지시설","자치구","이대석","1135000000","노원구","서울특별시 노원구 상계로1길 54-4, 207, 307호 (상계동, 상계동센트럴타워)","28","28","029398300","01693"
"사랑재활요양원3호점","G3658","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정금숙","1132000000","도봉구","서울특별시 도봉구 덕릉로59아길 54 (창동, 이순빌딩 3,4층)","9","9","029003882","01464"
"서울행복한요양원","G3682","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이상엽","1132000000","도봉구","서울특별시 도봉구 마들로 664-11, 601호 (도봉동)","9","9","029060599","01330"
"나은요양원","G3693","(노인) 노인요양시설","노인의료복지시설","자치구","구영회","1162000000","관악구","서울특별시 관악구 호암로 401, 5층 (신림동)","13","11","028567339","08848"
"길재활요양원","G3761","(노인) 노인요양시설","노인의료복지시설","자치구","한진섭","1130500000","강북구","서울특별시 강북구 인수봉로 225 (수유동)","71","50","029926993","01022"
"정진요양원","G3775","(노인) 노인요양시설","노인의료복지시설","자치구","김진환","1129000000","성북구","서울특별시 성북구 서경로 110, 2-5층 (정릉동, 정진빌딩)","68","36","02-943-4272","136600"
"광진늘푸른요양원","G3778","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이화재","1121500000","광진구","서울특별시 광진구 뚝섬로 613, 6층 (자양동)","9","9","024447171","143607"
"효림요양원","G3781","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박혜진","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 3층 (제기동)","9","9","029623009","02571"
"경동효림요양원","G3783","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이서주","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 4층 (제기동)","9","0","029633011","02571"
"하나요양원","G3809","(노인) 노인요양시설","노인의료복지시설","자치구","이지영","1154500000","금천구","서울특별시 금천구 시흥대로153길 99, 4,7,8층 (가산동)","49","49","02-866-6690","153600"
"정원실버요양원 2호점","G3817","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","배성희","1174000000","강동구","서울특별시 강동구 양재대로124길 41, 3층 (길동, 성원빌딩)","9","9","024701725","05302"
"정원실버요양원","G3818","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조순이","1174000000","강동구","서울특별시 강동구 양재대로124길 41, 4층 (길동)","9","9","024701723","05302"
"올리사랑 요양원","G3850","(노인) 노인요양시설","노인의료복지시설","자치구","백승권","1147000000","양천구","서울특별시 양천구 신월로 191 (신월동, 정세빌딩 3.4.5 층)","24","24","0226029620","158600"
"정릉노인요양원","G3865","(노인) 노인요양시설","노인의료복지시설","자치구","윤고은","1129000000","성북구","서울특별시 성북구 정릉로12길 69 (정릉동)","44","44","0262433000","136600"
"나눔요양원","G3925","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박형배","1162000000","관악구","서울특별시 관악구 남부순환로 1468-0 (신림동)1468, 4층 (신림동)","9","9","028566757","08771"
"효사랑요양원","G3941","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오승환","1162000000","관악구","서울특별시 관악구 관악로 111, 3층 (봉천동)","9","9","028821592","151600"
"신림요양원","G4050","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심우경","1162000000","관악구","서울특별시 관악구 난곡로 272, 2층 (신림동)","9","9","028575882","151600"
"동대문효림요양원","G4067","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박영주","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 3층 (제기동)","9","9","029623009","02571"
"제기동효림요양원","G4068","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이희주","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 4층 (제기동)","9","7","029633011","02571"
"서울팔팔요양원","G4072","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이춘숙","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 5층 (제기동)","9","4","029598800","02571"
"서울백세요양원","G4073","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조진영","1123000000","동대문구","서울특별시 동대문구 고산자로 476, 5층 (제기동)","9","2","029598800","02571"
"그린케어요양센터","G4166","(노인) 노인요양시설","노인의료복지시설","자치구","김은자","1153000000","구로구","서울특별시 구로구 중앙로 60, 6,7층 (고척동, 강산메디칼프라자)","42","42","023332510","08223"
"노원행복한요양원","G4168","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","임계남","1135000000","노원구","서울특별시 노원구 한글비석로47길 58, 4층 (상계동)","9","9","029360055","01679"
"행복한요양원","G4169","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조현자","1135000000","노원구","서울특별시 노원구 한글비석로47길 58, 3층 (상계동)","9","9","029360055","01679"
"성산100세노인요양공동생활가정 1관","G4226","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김성태","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)","9","3","0269569961","03702"
"금천햇살요양원","G4267","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","우영선","1154500000","금천구","서울특별시 금천구 시흥대로 487, 독산1동 2층 (독산동)","9","9","02-852-5176","08530"
"강북효심요양원1","G4328","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정은경","1130500000","강북구","서울특별시 강북구 삼양로77가길 9, 4층 (수유동)","9","9","029878879","01103"
"강북효심요양원2","G4329","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김안숙","1130500000","강북구","서울특별시 강북구 삼양로77가길 9, 2,지하1층 (수유동)","9","9","029878877","01103"
"은빛사랑1","G4365","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","신우재","1156000000","영등포구","서울특별시 영등포구 디지털로 392, 5층(대림동, 정성빌딩)5층 (대림동, 정성빌딩)","8","8","02-833-3116","07438"
"은빛사랑2","G4366","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고미애","1156000000","영등포구","서울특별시 영등포구 디지털로 392 (대림동. 정성빌딩)5층","8","8","02-831-0377","07438"
"은빛사랑3","G4367","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","민경우","1156000000","영등포구","서울특별시 영등포구 디지털로 392, 6층 (대림동, 정성빌딩)6층 (대림동, 정성빌딩)","8","8","02-6014-0378","07438"
"가인요양원","G4406","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유영근","1130500000","강북구","서울특별시 강북구 삼양로 437, 2층 (수유동, 성아빌딩)","9","","029905556","01033"
"하늘정원 요양원","G4407","(노인) 노인요양시설","노인의료복지시설","자치구","김동미","1147000000","양천구","서울특별시 양천구 등촌로 32, 8층 (목동, 태영프라자)","36","36","07073350680","07965"
"정든요양원","G4416","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","유희연","1123000000","동대문구","서울특별시 동대문구 제기로 72, 4층 (제기동)","9","9","029603490","02480"
"강북유진복지센터","G4418","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장명희","1130500000","강북구","서울특별시 강북구 삼양로77가길 9, 5층 (수유동)","9","","029828870","01103"
"노인요양시설 하늘정원실버케어","G4476","(노인) 노인요양시설","노인의료복지시설","자치구","김향미","1141000000","서대문구","서울특별시 서대문구 홍제내길48 (홍제동)","18","18","023918047","03642"
"강동힐링요양원","G4483","(노인) 노인요양시설","노인의료복지시설","자치구","정혜수","1174000000","강동구","서울특별시 강동구 천호대로 1240-9 (둔촌동)","29","29","024854701","05359"
"가온실버케어","G4487","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강정애","1138000000","은평구","서울특별시 은평구 가좌로306, 4층 (신사동)","9","9","07088333180","03452"
"가족사랑노인요양원","G4496","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강번영","1150000000","강서구","서울특별시 강서구 곰달래로 97, 2층 (화곡동, BS타운)","8","8","0226086388","07773"
"목동평강 요양원","G4509","(노인) 노인요양시설","노인의료복지시설","자치구","임재심","1147000000","양천구","서울특별시 양천구 은행정로5, 6층 (신정동, 에벤에셀프라자)","66","66","0226519945","08086"
"한마음요양원","G4517","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)","9","9","025770091","06312"
"엠더블유(공생) 요양원","G4529","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","장유진","1111000000","종로구","서울특별시 종로구 율곡로17길 7-38, 6층 (이화동)","8","7","02-3676-5509","03100"
"강남가정요양원4","G4592","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한동인","1154500000","금천구","서울특별시 금천구 독산로 290, 4층 (독산동)","9","9","028389993","08554"
"강남가정요양원3","G4593","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","한광택","1154500000","금천구","서울특별시 금천구 독산로 290, 3층 (독산동)","9","7","028389992","08554"
"신상도요양원","G4652","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박혜순","1159000000","동작구","서울특별시 동작구 양녕로20길 108 (상도동)","9","9","02-821-9777","07038"
"소망요양원1","G4738","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김연","1153000000","구로구","서울특별시 구로구 구로동로28길 87, 2층 (구로동)","9","","028669191","08306"
"소망요양원2","G4739","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이계진","1153000000","구로구","서울특별시 구로구 구로동로28길 87, 2층 (구로동)","9","","02-866-9192","08306"
"늘푸른요양원","G4758","(노인) 노인요양시설","노인의료복지시설","자치구","남정애","1150000000","강서구","서울특별시 강서구 수명로 80, 6층, 7층 (내발산동, 베스트프라자)","23","23","0226675500","07635"
"우리엄마요양원 2호점","G4798","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1129000000","성북구","서울특별시 성북구 보문로123, 4, 2층 (보문동2가)","9","9","029213002","02871"
"성모요양원","G4819","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","서민정","1135000000","노원구","서울특별시 노원구 노원로 479, 3층 (상계동)","9","9","029513004","01691"
"실버빌요양원","G4842","(노인) 노인요양시설","노인의료복지시설","자치구","김재겸","1132000000","도봉구","서울특별시 도봉구 노해로277 (창동)","78","","029955858","01428"
"KB골든라이프케어 위례 빌리지","G4859","(노인) 노인요양시설","노인의료복지시설","자치구","곽혜련","1171000000","송파구","서울특별시 송파구 위례광장로 220 (장지동)","130","130","0264124820","05849"
"사랑채요양원","G4960","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","고재희","1126000000","중랑구","서울특별시 중랑구 면목로 220, 2층 (면목동, 학림빌딩)","9","9","0260819776","02255"
"늘푸른 소망요양원","G4983","(노인) 노인요양시설","노인의료복지시설","자치구","이영란","1147000000","양천구","서울특별시 양천구 지양로 29, 2,3,4층 (신월동, 오윤빌딩)","70","70","0226975387","08042"
"참존vip요양원","G5001","(노인) 노인요양시설","노인의료복지시설","자치구","유명철","1132000000","도봉구","서울특별시 도봉구 도봉로136가길 4, 4층 (창동, 창동리더스빌딩)","22","21","029968007","01401"
"(A )강동포도나무요양원 2호점","G5041","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김심명","1174000000","강동구","서울특별시 강동구 상암로 195, 2층 203호 (명일동)","8","8","024276888","05295"
"(A )강동포도나무요양원 1호점","G5042","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","홍미경","1174000000","강동구","서울특별시 강동구 상암로 195, 2층 201호 (명일동)","9","9","024276888","05295"
"강동천호실버센터1호","G5045","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이유경","1174000000","강동구","서울특별시 강동구 올림픽로664, 3층 331호 (천호동, 대우 한강 베네시티)","9","9","024830707","05328"
"강동천호실버센터2호","G5047","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","최지연","1174000000","강동구","서울특별시 강동구 올림픽로 664, 3층 332호 (천호동, 대우 한강 베네시티)","9","9","024830707","05328"
"늘봄요양원","G5049","(노인) 노인요양시설","노인의료복지시설","자치구","문덕흥","1135000000","노원구","서울특별시 노원구 한글비석로47길 58, 2층 (상계동)","9","9","029358889","01679"
"은평실버랜드요양원","G5167","(노인) 노인요양시설","노인의료복지시설","자치구","강대근","1138000000","은평구","서울특별시 은평구 연서로21길27-20 (갈현동)","34","34","028923388","03335"
"평화요양원","G5189","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이지택","1123000000","동대문구","서울특별시 동대문구 제기로 72, 3층 (제기동)","9","9","029653975","02480"
"당신의 의자 요양원","G5223","(노인) 노인요양시설","노인의료복지시설","자치구","전정순","1162000000","관악구","서울특별시 관악구 난곡로10길 10 (신림동)","26","25","028645400","08860"
"성산100세노인요양공동생활가정 2관","G5338","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","정정희","1141000000","서대문구","서울특별시 서대문구 증가로 55 (연희동)","9","5","0269569961","03702"
"강변케어센터","G5350","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이정아","1121500000","광진구","서울특별시 광진구 구의강변로 35, 6층 (구의동)","9","9","0264057118","05115"
"강변케어센터2","G5351","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","심대유","1121500000","광진구","서울특별시 광진구 구의강변로 35, 6층 (구의동)","9","9","0264057118","05115"
"기쁨과나눔노인요양원","G5402","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","조병석","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48, 2층 (쌍문동)","9","9","029003481","01391"
"기쁨과나눔노인요양원2호점","G5403","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","오두영","1132000000","도봉구","서울특별시 도봉구 도봉로137길 48, 2층 (쌍문동)","9","9","029003482","01391"
"이삭요양원","G5409","(노인) 노인요양시설","노인의료복지시설","자치구","백남옥","1154500000","금천구","서울특별시 금천구 시흥대로 214 (시흥동)","23","23","02-806-9978","08628"
"북부성모요양원","G5453","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김지수","1130500000","강북구","서울특별시 강북구 한천로 1152 (수유동, 수유빌딩 3층)","7","","029926629","01046"
"A플러스노아재활요양원","G5487","(노인) 노인요양시설","노인의료복지시설","자치구","김세용","1132000000","도봉구","서울특별시 도봉구 마들로 649-20, 6층 (방학동, 메인프라자)","29","","029437773","01332"
"미소지움요양원","G5531","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","박현정","1123000000","동대문구","서울특별시 동대문구 한천로37길 19, 3층 (답십리동, 창승빌딩)","9","9","0222441654","02535"
"난향요양원1","G5561","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김정은","1162000000","관악구","서울특별시 관악구 남부순환로 1470, 3층 (신림동)","9","","028666028","08771"
"난향요양원2","G5562","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","문제숙","1162000000","관악구","서울특별시 관악구 남부순환로 1470, 4층 (신림동)","9","","028666028","08771"
"강이보이는요양원","G5713","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","강요섭","1153000000","구로구","서울특별시 구로구 개봉로 4, 5층 (개봉동)","7","","0226868291","08334"
"노블레스요양원2","G5731","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","김제선","1121500000","광진구","서울특별시 광진구 용마산로 105, 2층 (중곡동)","9","","024580268","04935"
"어버이사랑노인의료실버타운","G5846","(노인) 노인요양공동생활가정","노인의료복지시설","자치구","이의인","1156000000","영등포구","서울특별시 영등포구 도림로 323, 2층 203, 205호 (신길동, 건영상가)","8","","028480014","07380"
"워커힐케어센터1","G5847","(노인) 노인요양시설","노인의료복지시설","자치구","문혜진","1121500000","광진구","서울특별시 광진구 아차산로 634, 6, 7층 (광장동, 대오빌딩)","78","","024477118","04969"
"워커힐케어센터2","G5849","(노인) 노인요양시설","노인의료복지시설","자치구","진윤선","1121500000","광진구","서울특별시 광진구 아차산로 634, 5층 (광장동, 대오빌딩)","39","","024477115","04969"
