"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소","정원(수용인원)","현인원","전화번호","우편번호"
"도림재가노인복지센터","G7477","(노인) 재가노인복지시설","재가노인복지시설","자치구","이민숙","1156000000","영등포구","서울특별시 영등포구 도신로25길 14-8, 1층 (도림동)","","","0264059739","07369"
"새서울재가복지센터","G7485","(노인) 재가노인복지시설","재가노인복지시설","자치구","이병호","1156000000","영등포구","서울특별시 영등포구 신길로 71, 3층 (신길동)","","","028461339","07425"
"더사랑재가복지센터","G7489","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미영","1132000000","도봉구","서울특별시 도봉구 해등로 190, 2층 215호 (쌍문동, 신원주상복합2차아파트)","","","029984032","01394"
"은나무재가복지센터","G7499","(노인) 재가노인복지시설","재가노인복지시설","자치구","민승희","1153000000","구로구","서울특별시 구로구 신도림로7길 2, 202호 (신도림동)","","","0226780980","08206"
"푸른숲 재가노인복지센터","G7503","(노인) 재가노인복지시설","재가노인복지시설","자치구","이홍기","1114000000","중구","서울특별시 중구 다산로 168, 나동 3층 301호 (신당동)","","","0222339827","04589"
"아리아케어 방문요양 성북 종암센터","G7513","(노인) 재가노인복지시설","재가노인복지시설","자치구","문정심","1129000000","성북구","서울특별시 성북구 월곡로7길1, 1층 (종암동)","0","","029129989","02797"
"노블레스재가복지센터","G7560","(노인) 재가노인복지시설","재가노인복지시설","자치구","김은정","1165000000","서초구","서울특별시 서초구 서초대로58길 31-11 (서초동, 5층)","","","025838898","06632"
"두드림노인복지센터","G7576","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍선희","1130500000","강북구","서울특별시 강북구 노해로117 (수유동, 1층 우측)","","","029941008","01049"
"성북구립 장위데이케어센터","G7583","(노인) 재가노인복지시설","재가노인복지시설","자치구","김주홍","1129000000","성북구","서울특별시 성북구 한천로708, 2층 (장위동)","35","","029133368","02760"
"서광재가복지센터","G7594","(노인) 재가노인복지시설","재가노인복지시설","자치구","조길상","1138000000","은평구","서울특별시 은평구 연서로5길3, 3층 (역촌동, 덕우빌딩)","","","02-354-7665","03418"
"하나재가노인복지센터","G7600","(노인) 재가노인복지시설","재가노인복지시설","자치구","고시환","1159000000","동작구","서울특별시 동작구 상도로22길 11, 3층 (상도동)","","","028226227","06958"
"행복재가노인복지센터","G7617","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민주","1168000000","강남구","서울특별시 강남구 일원로5길 52, 201호 (일원동)","","","0234118274","06343"
"솔향주야간보호센터","G7634","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규면","1135000000","노원구","서울특별시 노원구 한글비석로15길 27, 6층 (중계동, 월산빌딩)","","","029382021","01699"
"우리집주야간보호센터","G7639","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤현승","1123000000","동대문구","서울특별시 동대문구 제기로 72, 2층 (제기동)","9","0","029653972","02480"
"(A )사랑나무방문요양센터","G7656","(노인) 재가노인복지시설","재가노인복지시설","자치구","최연옥","1130500000","강북구","서울특별시 강북구 삼각산로 79 (수유동, 2층)","","","029912576","01036"
"서초하늘데이케어센터","G7676","(노인) 재가노인복지시설","재가노인복지시설","자치구","한인숙","1165000000","서초구","서울특별시 서초구 서초대로 25, 2층 (방배동, 유일빌딩)","44","","025958277","06569"
"A 효담라이프케어 성북데이케어센터","G7739","(노인) 재가노인복지시설","재가노인복지시설","자치구","황진미","1129000000","성북구","서울특별시 성북구 화랑로 265, 3층 (장위동)","60","","029779151","02776"
"예인복지센터","G7795","(노인) 재가노인복지시설","재가노인복지시설","자치구","남영우","1153000000","구로구","서울특별시 구로구 경인로 98, 1층 (오류동)","","","0226880153","08356"
"삼연주야간보호센터","G7804","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영숙","1126000000","중랑구","서울특별시 중랑구 봉우재로 79, 5층 (상봉동)","","","024357875","02139"
"담터재가복지센터","G7809","(노인) 재가노인복지시설","재가노인복지시설","자치구","조영진","1135000000","노원구","서울특별시 노원구 공릉로 154-13, B02호 (공릉동)","0","","029774626","01819"
"다은재가노인복지센터","G7817","(노인) 재가노인복지시설","재가노인복지시설","자치구","전희","1132000000","도봉구","서울특별시 도봉구 노해로 341, 11층 1112호 (창동)","","","029036352","01405"
"카리스 방문요양센터","G7837","(노인) 재가노인복지시설","재가노인복지시설","자치구","박재훈","1168000000","강남구","서울특별시 강남구 논현로 134, 502호 (도곡동, 연산MS빌딩)","","","025727585","06302"
"수락재가요양센터","G7841","(노인) 재가노인복지시설","재가노인복지시설","자치구","고정희","1135000000","노원구","서울특별시 노원구 동일로241나길 4, 1층 102호 (상계동)","","","029525279","01606"
"기억튼튼방문요양센터","G7850","(노인) 재가노인복지시설","재가노인복지시설","자치구","이길선","1132000000","도봉구","서울특별시 도봉구 덕릉로 264, 2층 (창동)","","","029941311","01474"
"고운복지센터","G7872","(노인) 재가노인복지시설","재가노인복지시설","자치구","김신호","1135000000","노원구","서울특별시 노원구 동일로227길 86, 1606동 108호 (상계동, 상계주공16단지아파트)","","","07088207922","01618"
"가가재가 노인복지센터","G7876","(노인) 재가노인복지시설","재가노인복지시설","자치구","이경란","1135000000","노원구","서울특별시 노원구 상계로9나길 6, 1층 (상계동)","","","029335070","01681"
"온마음데이케어센터","G7930","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영신","1159000000","동작구","서울특별시 동작구 여의대방로22길132, 4,5층 (신대방동)","48","","028138899","07060"
"강남노인복지센터","G7949","(노인) 재가노인복지시설","재가노인복지시설","자치구","한동인","1154500000","금천구","서울특별시 금천구 독산로 290, 4층 (독산동)","","","028389993","08554"
"수남 재가복지센터","G7951","(노인) 재가노인복지시설","재가노인복지시설","자치구","강석근","1135000000","노원구","서울특별시 노원구 한글비석로24라길 78, 1층 (상계동)","","","0264659457","01657"
"은광재가복지센터","G7954","(노인) 재가노인복지시설","재가노인복지시설","자치구","조천희","1144000000","마포구","서울특별시 마포구 삼개로 35 (도화동, 우성A상가 1층 11호)","","","0220782588","04179"
"케어링서초방문요양센터","G7978","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태성","1165000000","서초구","서울특별시 서초구 신반포로328, 3층 303호 (반포동)","","","02-541-3505","06534"
"동작시니어재가복지센터","G7983","(노인) 재가노인복지시설","재가노인복지시설","자치구","최영선","1159000000","동작구","서울특별시 동작구 만양로 19, 상가동 141호 (노량진동)","","","0232809987","06920"
"아리아케어 방문요양 중구 충무센터","G8002","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미영","1114000000","중구","서울특별시 중구 퇴계로50가길 2, 501호 (묵정동)","","","0222681202","서울특"
"(주)참좋은 실버복지센터","G8004","(노인) 재가노인복지시설","재가노인복지시설","자치구","강이규","1174000000","강동구","서울특별시 강동구 양재대로 1339, 2층 207호 (성내동, 삼오빌딩)","","","02-486-1357","05405"
"어르신돌봄재가방문요양센터","G8008","(노인) 재가노인복지시설","재가노인복지시설","자치구","전정아","1144000000","마포구","서울특별시 마포구 성암로11길 13, 1층 (중동)","","","0263989123","03934"
"온누리 방문요양센터","G8012","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영옥","1121500000","광진구","서울특별시 광진구 면목로 63-2, 1층 (중곡동, 정호빌딩)","","","0220886009","04917"
"기쁨방문요양센터","G8017","(노인) 재가노인복지시설","재가노인복지시설","자치구","오현주","1132000000","도봉구","서울특별시 도봉구 방학로 130-6, 방학동 101호 (방학동, 예체뜰안)","","","029551120","01344"
"올리사랑 재가노인복지센터","G8022","(노인) 재가노인복지시설","재가노인복지시설","자치구","전아영","1168000000","강남구","서울특별시 강남구 언주로 703, 5층 4호 (논현동)","","","07040107928","06053"
"드림데이케어센터","G8037","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤민자","1123000000","동대문구","서울특별시 동대문구 답십리로264, 301호 (장안동)","27","0","0222125536","02624"
"돌보인 방문요양센터 은평점","G8038","(노인) 재가노인복지시설","재가노인복지시설","자치구","박혜연","1138000000","은평구","서울특별시 은평구 은평로21길36, 2층 203호 (녹번동, 예인빌딩)","","","023897716","03382"
"사랑가득요양원 단기보호","G8043","(노인) 재가노인복지시설","재가노인복지시설","자치구","박찬형","1138000000","은평구","서울특별시 은평구 수색로14길 5-3, 5층 (수색동)","9","","023051868","03502"
"돌곶이데이케어센터","G8044","(노인) 재가노인복지시설","재가노인복지시설","자치구","박태희","1129000000","성북구","서울특별시 성북구 화랑로30길 19 (석관동)","29","","029599998","02787"
"서울시사회서비스원 영등포종합재가센터","G8073","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍선경","1156000000","영등포구","서울특별시 영등포구 선유로 130, 203,204호 (양평동3가)","","","0234898870","07255"
"정성가득재가노인복지센터","G8103","(노인) 재가노인복지시설","재가노인복지시설","자치구","강양의","1147000000","양천구","서울특별시 양천구 오목로37길 20, 지층 (신정동)","","","0226061999","07944"
"재단법인 서울특별시 사회서비스원(송파종합재가센터)","G8120","(노인) 재가노인복지시설","재가노인복지시설","자치구","이금희","1171000000","송파구","서울특별시 송파구 위례성대로 18, 13층 1305호 (방이동, 금복빌딩)","","","0269496401","05545"
"사랑드림재가복지센터","G8135","(노인) 재가노인복지시설","재가노인복지시설","자치구","장미숙","1120000000","성동구","서울특별시 성동구 독서당로 270, 409-1호 (금호동4가, 대우아파트상가)","","","0222980090","04738"
"참조은 데이케어센터","G8140","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영훈","1150000000","강서구","서울특별시 강서구 양천로 31, 3층 (방화동)","39","","0226643971","07516"
"서울방문복지센터","G8142","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현숙","1171000000","송파구","서울특별시 송파구 백제고분로 67, 9층 901호 (잠실동, 위너스오피스텔2)","","","0262587000","05556"
"홈앤널스방문간호센터","G8168","(노인) 재가노인복지시설","재가노인복지시설","자치구","김수현","1171000000","송파구","서울특별시 송파구 충민로 5, A동 3층 319호 (문정동, 송파한화오벨리스크)","","","0269522447","05841"
"(A)비지팅엔젤스 금천시흥방문요양지점","G8193","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종수","1154500000","금천구","서울특별시 금천구 은행나무로 6, 2층 202호 (시흥동)","","","028931003","08631"
"광진늘푸른단기보호센타","G8202","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종일","1121500000","광진구","서울특별시 광진구 뚝섬로 613, 6층 (자양동)","9","","024447171","05063"
"A 그린실버복지센터","G8215","(노인) 재가노인복지시설","재가노인복지시설","자치구","이송희","1129000000","성북구","서울특별시 성북구 화랑로 92, 2층 (하월곡동)","","","029093388","02793"
"더조은재가노인복지센타","G8224","(노인) 재가노인복지시설","재가노인복지시설","자치구","서영준","1171000000","송파구","서울특별시 송파구 송파대로28길 24, 10층 1012호 (가락동, 밀리아나2차)","","","024082400","05718"
"자양방문요양센터","G8241","(노인) 재가노인복지시설","재가노인복지시설","자치구","권미숙","1121500000","광진구","서울특별시 광진구 아차산로 325-1, 2층 (자양동)","","","024479067","05027"
"만나데이케어센터","G8242","(노인) 재가노인복지시설","재가노인복지시설","자치구","이성균","1135000000","노원구","서울특별시 노원구 상계로27길12 (상계동, 대원빌딩)","","","029349188","01682"
"꿀벌방문요양센터","G8257","(노인) 재가노인복지시설","재가노인복지시설","자치구","이영희","1126000000","중랑구","서울특별시 중랑구 중랑역로43길 37, 202호 (묵동)","","","0260145353","02004"
"사랑나눔재가복지센터","G8264","(노인) 재가노인복지시설","재가노인복지시설","자치구","권환","1162000000","관악구","서울특별시 관악구 문성로 76, 308호 (신림동)","","","028552621","08863"
"재단법인 서울특별시 사회서비스원 강서구립 든든데이케어센터","G8266","(노인) 재가노인복지시설","재가노인복지시설","자치구","장진숙","1150000000","강서구","서울특별시 강서구 공항대로2가길 5, 2층, 3층 (공항동)","25","","0226612279","07622"
"'(A)이레재가복지센터","G8272","(노인) 재가노인복지시설","재가노인복지시설","자치구","김연희","1135000000","노원구","서울특별시 노원구 한글비석로 474, 2층 203호 (상계동)","","","029373007","01671"
"효월드데이케어센터","G8277","(노인) 재가노인복지시설","재가노인복지시설","자치구","현나경","1153000000","구로구","서울특별시 구로구 경인로 584, 2층 202호 (신도림동, 신도림팰러티움)","45","","025875887","08213"
"이도재가복지센터","G8287","(노인) 재가노인복지시설","재가노인복지시설","자치구","변순주","1150000000","강서구","서울특별시 강서구 공항대로 206, 207호 (마곡동, 나인스퀘어)","","","0226660301","07806"
"강남돌봄재가센터","G8303","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영신","1165000000","서초구","서울특별시 서초구 반포대로18길 36, 201동 2308호 (서초동, 서초센트럴IPARK)","","","025754733","06652"
"창동노인통합재가센터","G8336","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은수","1132000000","도봉구","서울특별시 도봉구 도봉로136가길 4, 5층 503호 (창동, 창동리더스빌딩)","35","","0269253339","01401"
"두이홈데이케어센터","G8337","(노인) 재가노인복지시설","재가노인복지시설","자치구","김주연","1132000000","도봉구","서울특별시 도봉구 덕릉로59길 73-26, 1층 (창동, 강북로 장로교회)","19","","0215776415","01466"
"소풍방문요양센터","G8350","(노인) 재가노인복지시설","재가노인복지시설","자치구","복판규","1126000000","중랑구","서울특별시 중랑구 면목로29길 43, 1층 (면목동)","","","0264014401","02244"
"행복더함 재가노인복지센터","G8356","(노인) 재가노인복지시설","재가노인복지시설","자치구","백은주","1162000000","관악구","서울특별시 관악구 봉천로 459, 4층 (봉천동)","","","028786028","08745"
"살림재가복지센터","G8367","(노인) 재가노인복지시설","재가노인복지시설","자치구","박인필","1138000000","은평구","서울특별시 은평구 서오릉로 149, 2층 (구산동, 세웅그룹빌딩)","","","01053229949","03412"
"마곡맑은샘방문요양재가센터","G8375","(노인) 재가노인복지시설","재가노인복지시설","자치구","이금실","1150000000","강서구","서울특별시 강서구 마곡중앙2로 35, 524호 (마곡동, 이너매스마곡2)","","","0226650256","07806"
"아리아케어 방문요양 송파가락센터","G8379","(노인) 재가노인복지시설","재가노인복지시설","자치구","김노을","1171000000","송파구","서울특별시 송파구 송이로26길3, 2층 202호 (가락동)","","","024090902","05832"
"행복드림 재가노인복지센터","G8389","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태정","1123000000","동대문구","서울특별시 동대문구 전농로17길 25, 1층 (전농동)","0","0","0222462139","02546"
"가온실버노인재가센터","G8407","(노인) 재가노인복지시설","재가노인복지시설","자치구","조원형","1135000000","노원구","서울특별시 노원구 상계로9길 23, 4층 (상계동)","","","029347004","01685"
"희망드림 노인재가복지센터","G8409","(노인) 재가노인복지시설","재가노인복지시설","자치구","염명옥","1141000000","서대문구","서울특별시 서대문구 홍제내길 128, 303호 (홍제동, 주영빌딩)","","","0232175266","03640"
"재활앤데이케어센터","G8417","(노인) 재가노인복지시설","재가노인복지시설","자치구","최순종","1144000000","마포구","서울특별시 마포구 모래내로7길 62, 4~5층 (성산동)","61","","023069114","03946"
"서울조은주간보호센터","G8422","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영숙","1154500000","금천구","서울특별시 금천구 시흥대로152길 11-43, 2층 (독산동)","30","","028300101","08536"
"케세라(주)","G8436","(노인) 재가노인복지시설","재가노인복지시설","자치구","손상모","1150000000","강서구","서울특별시 강서구 공항대로 213, 4층 410호 (마곡동)","","","07046396788","07802"
"가족사랑방문요양복지센터","G8437","(노인) 재가노인복지시설","재가노인복지시설","자치구","손정애","1130500000","강북구","서울특별시 강북구 인수봉로 198, 1층 (수유동)","","","029034677","01089"
"봄재가센터","G8461","(노인) 재가노인복지시설","재가노인복지시설","자치구","이혜란","1141000000","서대문구","서울특별시 서대문구 응암로 133, 101동 103호 (북가좌동, 대경아르체)","","","023038287","03676"
"재단법인 서울특별시 사회서비스원 (도봉종합재가센터)","G8474","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은숙","1132000000","도봉구","서울특별시 도봉구 도봉로136길 7, 202호 (창동)","","","029920011","01397"
"구립온수데이케어센터","G8477","(노인) 재가노인복지시설","재가노인복지시설","자치구","김명조","1153000000","구로구","서울특별시 구로구 부일로9길 111, 4층 (온수동)","18","","0226128750","08259"
"'다사랑' 방문요양센터","G8508","(노인) 재가노인복지시설","재가노인복지시설","자치구","민재홍","1126000000","중랑구","서울특별시 중랑구 망우로 240, 2층 (상봉동)","","","024918855","02122"
"예사랑재가복지센터","G8512","(노인) 재가노인복지시설","재가노인복지시설","자치구","김병은","1138000000","은평구","서울특별시 은평구 가좌로7나길 30, 1층 1-2호 (응암동, 응암우성아파트 상가)","","","023622151","03483"
"아라실버케어센터","G8526","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정욱","1165000000","서초구","서울특별시 서초구 효령로33길 59, 2층 (방배동)","","","023321919","06665"
"(주)가온사랑재가복지센터","G8536","(노인) 재가노인복지시설","재가노인복지시설","자치구","강용구","1135000000","노원구","서울특별시 노원구 동일로1058, 3층 (공릉동)","","","029485112","01844"
"수정실버케어센터","G8537","(노인) 재가노인복지시설","재가노인복지시설","자치구","남수진","1147000000","양천구","서울특별시 양천구 중앙로46길 3, 2층 205호 (신정동, 신우빌딩)","","","028621477","08026"
"우리함께재가복지센터","G8539","(노인) 재가노인복지시설","재가노인복지시설","자치구","김경숙","1132000000","도봉구","서울특별시 도봉구 우이천로48길 8, 쌍문동 1층 (쌍문동)","","","029993719","01372"
"이룸재가방문요양센터","G8543","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성원","1138000000","은평구","서울특별시 은평구 연서로 170-3, 지층 B02호 (대조동)","","","0263969960","03388"
"그리심재가노인복지센터","G8555","(노인) 재가노인복지시설","재가노인복지시설","자치구","오선학","1165000000","서초구","서울특별시 서초구 바우뫼로7길 16, 7층 703호 (우면동, 대화프라자)","","","025739780","06762"
"&apos;(A)비지팅엔젤스 노원공릉방문요양지점","G8557","(노인) 재가노인복지시설","재가노인복지시설","자치구","이성근","1135000000","노원구","서울특별시 노원구 동일로173가길81, 203호 (공릉동)","0","","0264653881","01856"
"이음 재가복지센터","G8558","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤민정","1147000000","양천구","서울특별시 양천구 은행정로5길 22-1, 1층 (신정동)","","","0226478222","08082"
"&apos;(A)비지팅엔젤스 도봉창동방문요양지점","G8575","(노인) 재가노인복지시설","재가노인복지시설","자치구","이석준","1132000000","도봉구","서울특별시 도봉구 도봉로502, 402호 (창동)","0","","0260320383","01453"
"벧엘노인재가복지센터","G8577","(노인) 재가노인복지시설","재가노인복지시설","자치구","한명선","1159000000","동작구","서울특별시 동작구 사당로 90, 110동 1503호 (사당동, 사당 롯데캐슬 골든포레)","","","025837765","07029"
"라온주야간보호센터","G8585","(노인) 재가노인복지시설","재가노인복지시설","자치구","이경희","1132000000","도봉구","서울특별시 도봉구 도봉로 669, 4층 401호 (방학동, 이정빌딩)","47","","0234930052","01346"
"연세노블재가복지센터","G8587","(노인) 재가노인복지시설","재가노인복지시설","자치구","조항석","1138000000","은평구","서울특별시 은평구 서오릉로 37, 지하1층 (녹번동, 연세노블병원)","","","023840009","03459"
"예사랑복지용구","G8620","(노인) 재가노인복지시설","재가노인복지시설","자치구","김지윤","1147000000","양천구","서울특별시 양천구 목동로3길 57, 211호 (신정동, 양천아파트상가)","","","07041513302","08100"
"아름드리데이케어센터","G8634","(노인) 재가노인복지시설","재가노인복지시설","자치구","백혜경","1171000000","송파구","서울특별시 송파구 백제고분로 237, 4,5층 (삼전동)","51","","024162237","05604"
"형제커뮤니티재가노인복지센터","G8651","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤나래","1114000000","중구","서울특별시 중구 수표로10길 30, 2층 (초동)","","","0222631110","04555"
"케어링 고은센터","G8652","(노인) 재가노인복지시설","재가노인복지시설","자치구","선유정","1165000000","서초구","서울특별시 서초구 신반포로 328, 3층 302호 (반포동)","","","025413506","06534"
"케어링 가온센터","G8654","(노인) 재가노인복지시설","재가노인복지시설","자치구","장윤경","1165000000","서초구","서울특별시 서초구 신반포로 328, 3층 301호 (반포동)","","","025413503","06534"
"월곡데이케어센터","G8659","(노인) 재가노인복지시설","재가노인복지시설","자치구","신동훈","1129000000","성북구","서울특별시 성북구 오패산로10길30, 204호 (하월곡동)","","","029112882","02751"
"스마일시니어 초록 재가방문요양센터","G8662","(노인) 재가노인복지시설","재가노인복지시설","자치구","오영주","1120000000","성동구","서울특별시 성동구 마장로42길16, 7동 104호 (마장동, 세림아파트)","","","0222827088","04757"
"서리풀 데이케어","G8674","(노인) 재가노인복지시설","재가노인복지시설","자치구","이은성","1165000000","서초구","서울특별시 서초구 서초대로34길 18, 1,2,5,6층 (방배동)","58","","025222003","06661"
"송파복지용구 종합센터","G8681","(노인) 재가노인복지시설","재가노인복지시설","자치구","이건민","1171000000","송파구","서울특별시 송파구 백제고분로32길40, 1층 101호 (삼전동, 라움빌)","","","07075370463","05597"
"효림케어재가복지센터","G8683","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤오진","1150000000","강서구","서울특별시 강서구 화곡로20길 37, 1층 (화곡동)","","","0226025003","07717"
"국민방문요양센터","G8714","(노인) 재가노인복지시설","재가노인복지시설","자치구","연수지","1165000000","서초구","서울특별시 서초구 서초대로73길 40, 619호 (서초동)","","","025929088","06612"
"강서실버데이케어센터","G8718","(노인) 재가노인복지시설","재가노인복지시설","자치구","김주미","1150000000","강서구","서울특별시 강서구 화곡로58길 22-14, 4층 (화곡동)","","","0226955690","07657"
"주식회사 메디케어허브","G8732","(노인) 재가노인복지시설","재가노인복지시설","자치구","고경휘","1147000000","양천구","서울특별시 양천구 신정이펜1로 51, 상가동 1층 103호 (신정동, 신정이펜하우스4단지)","","","0226062011","08051"
"장안종합사회복지관 재가장기요양센터","G8736","(노인) 재가노인복지시설","재가노인복지시설","자치구","김범섭","1123000000","동대문구","서울특별시 동대문구 한천로18길 48 (장안동, 장안종합사회복지관)","","","0222427564","02628"
"라온재가복지센터","G8739","(노인) 재가노인복지시설","재가노인복지시설","자치구","이민규","1150000000","강서구","서울특별시 강서구 곰달래로49가길 17 (화곡동, 미림)","","","0226443735","07738"
"늘한마음방문요양센터","G8748","(노인) 재가노인복지시설","재가노인복지시설","자치구","한재은","1159000000","동작구","서울특별시 동작구 동작대로39길 22, 2층 232호 (동작동, 이수힐스테이트 상가)","","","0234782006","06993"
"웰나우종합복지센터","G8755","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은영","1123000000","동대문구","서울특별시 동대문구 왕산로 60-1, 2층 (용두동)","56","","029283335","02583"
"신정종합사회복지관병설신정데이케어센터","G8775","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태구","1147000000","양천구","서울특별시 양천구 신정중앙로 36, 4층 (신정동)","24","24","0226033906","07940"
"'A'광은케어센터","G8782","(노인) 재가노인복지시설","재가노인복지시설","자치구","이금자","1126000000","중랑구","서울특별시 중랑구 신내로 127, 상가동 102호 (신내동)","","","0234230395","02026"
"백련데이케어","G8783","(노인) 재가노인복지시설","재가노인복지시설","자치구","최수영","1138000000","은평구","서울특별시 은평구 가좌로 306, 4층 (신사동)","9","","023043667","03452"
"마리아데이케어센터","G8786","(노인) 재가노인복지시설","재가노인복지시설","자치구","최지영","1168000000","강남구","서울특별시 강남구 개포로22길 72, 3~4층 (개포동, 노블리스 주 빌딩)","51","","01099289116","06314"
"서울시사회서비스원 서대문종합재가센터","G8787","(노인) 재가노인복지시설","재가노인복지시설","자치구","정영숙","1141000000","서대문구","서울특별시 서대문구 연희로 142, 2층 (연희동)","","","0269533388","03723"
"한마음데이케어센터","G8797","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진희","1168000000","강남구","서울특별시 강남구 논현로12길 19-4, 2~3층 (개포동)","15","","025770091","06312"
"천사맘재가방문요양센터","G8803","(노인) 재가노인복지시설","재가노인복지시설","자치구","최영주","1153000000","구로구","서울특별시 구로구 개봉로17나길 87 (개봉동)","","","0226133388","08339"
"아리아케어 방문요양 노원 공릉센터","G8806","(노인) 재가노인복지시설","재가노인복지시설","자치구","구자현","1135000000","노원구","서울특별시 노원구 화랑로51길 17, 상가2동 2층 204호 (공릉동, 화랑타운아파트)","","","029729979","01800"
"노원시니어방문요양센터","G8809","(노인) 재가노인복지시설","재가노인복지시설","자치구","차주영","1135000000","노원구","서울특별시 노원구 섬밭로 263, 지하7호 (중계동)","","","029777959","01774"
"다소다재가복지센터","G8810","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상복","1132000000","도봉구","서울특별시 도봉구 마들로11가길16, 1004호 (창동, 창동킹플라자)","","","029051004","01414"
"재단법인 서울특별시 사회서비스원 강동종합재가센터","G8816","(노인) 재가노인복지시설","재가노인복지시설","자치구","김윤선","1174000000","강동구","서울특별시 강동구 양재대로 1410, 6층 (둔촌동, 준영빌딩)","","","024837111","05363"
"우리재가노인복지센터","G8823","(노인) 재가노인복지시설","재가노인복지시설","자치구","최선화","1138000000","은평구","서울특별시 은평구 진흥로7나길 17-3, B1층 (역촌동, 아름주택)","","","023711014","03403"
"참사랑데이케어센터","G8836","(노인) 재가노인복지시설","재가노인복지시설","자치구","최송화","1171000000","송파구","서울특별시 송파구 마천로 89, 3층 별관312호 (오금동)","15","","0234015558","05655"
"효자재가복지센터","G8847","(노인) 재가노인복지시설","재가노인복지시설","자치구","김문경","1154500000","금천구","서울특별시 금천구 시흥대로56길 30 (시흥동)","","","028090047","08629"
"엠마오재가복지센터","G8850","(노인) 재가노인복지시설","재가노인복지시설","자치구","권중현","1126000000","중랑구","서울특별시 중랑구 봉우재로19길 56 (상봉동)","","","0222459205","02136"
"재단법인 서울특별시 사회서비스원 (중랑종합재가센터)","G8856","(노인) 재가노인복지시설","재가노인복지시설","자치구","조종숙","1126000000","중랑구","서울특별시 중랑구 중랑역로 62, 3층 (중화동)","","","0269512801","02103"
"서대문한마음돌봄 사회적협동조합 장기요양센터","G8877","(노인) 재가노인복지시설","재가노인복지시설","자치구","박보경","1141000000","서대문구","서울특별시 서대문구 이화여대8길 62, 2층 208호 (북아현동, 두산아파트 상가)","","","0231471472","03769"
"아리아케어 방문요양 도봉방학센터","G8887","(노인) 재가노인복지시설","재가노인복지시설","자치구","김강현","1132000000","도봉구","서울특별시 도봉구 도당로29길 9 (방학동)","","","029560070","01351"
"우리실버복지센터","G8889","(노인) 재가노인복지시설","재가노인복지시설","자치구","문보라","1144000000","마포구","서울특별시 마포구 성지5길 5-15, 211호 (합정동)","","","023386008","04083"
"아리아케어 재가방문요양 마포 공덕센터","G8891","(노인) 재가노인복지시설","재가노인복지시설","자치구","박다슬","1144000000","마포구","서울특별시 마포구 효창원로97길 8, 1층 (공덕동)","","","027149979","04183"
"&apos;(A)비지팅엔젤스 송파오금방문요양지점","G8902","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영진","1171000000","송파구","서울특별시 송파구 양산로12, 4층 404호 (거여동, 세신거여훼밀리타운)","0","","024308006","05787"
"기쁨으로재가복지센터","G8914","(노인) 재가노인복지시설","재가노인복지시설","자치구","정남용","1147000000","양천구","서울특별시 양천구 중앙로29길 38, 101호 (신정동)","","","0264940055","08075"
"태경데이케어센터","G8916","(노인) 재가노인복지시설","재가노인복지시설","자치구","유선하","1132000000","도봉구","서울특별시 도봉구 해등로 125, 3층 (창동, 한영프라자)","33","","029008100","01426"
"`(A)비지팅엔젤스 송파오금방문요양지점","G8918","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영진","1171000000","송파구","서울특별시 송파구 양산로 12, 4층 404호 (거여동, 세신거여훼밀리타운)","","","024308006","05787"
"도우미실버케어재가복지센터","G8960","(노인) 재가노인복지시설","재가노인복지시설","자치구","김경희","1138000000","은평구","서울특별시 은평구 서오릉로6가길2-3 (녹번동)","","","023581123","03379"
